step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
13,0,"(0, -1)","(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 1);(4, 3):empty",0.0,9.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 2);(4, 3):empty"
14,5,interact,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 2);(4, 3):empty",0.0,9.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 3);(4, 3):empty"
15,1,"(0, 1)","(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 3);(4, 3):empty",0.0,9.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 4);(4, 3):empty"
16,3,"(-1, 0)","(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 4);(4, 3):empty",0.0,9.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(5, 3)",onion,"(2, 2)",dish,"(4, 2):soup('onion', 3, 5)","(4, 2):soup('onion', 3, 5);(4, 3):empty"
17,5,interact,"(5, 3)","(-1, 0)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 5)","(4, 2):soup('onion', 3, 5);(4, 3):empty",0.0,9.0,2,"(1, 0)",3.0574,0.0,3.0,0.057399999999999986,0.0,12.0,False,"(5, 3)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 1, 0)"
18,0,"(0, -1)","(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 1, 0)",0.0,12.0,4,"(0, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)"
19,5,interact,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)",0.0,12.0,4,"(0, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)"
20,1,"(0, 1)","(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)",0.0,12.0,4,"(0, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)"
21,3,"(-1, 0)","(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)",0.0,12.0,5,interact,-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)"
22,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)",0.0,12.0,4,"(0, 0)",3.0568,0.0,3.0,0.05680000000000001,0.0,15.0,False,"(5, 3)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 2, 0)"
23,0,"(0, -1)","(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 2, 0)",0.0,15.0,4,"(0, 0)",-0.003200000000000003,0.0,0.0,-0.003200000000000003,0.0,15.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)"
24,5,interact,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)",0.0,15.0,4,"(0, 0)",-0.003200000000000003,0.0,0.0,-0.003200000000000003,0.0,15.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)"
25,1,"(0, 1)","(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)",0.0,15.0,4,"(0, 0)",-0.003200000000000003,0.0,0.0,-0.003200000000000003,0.0,15.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)"
26,3,"(-1, 0)","(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)",0.0,15.0,5,interact,-0.003200000000000003,0.0,0.0,-0.003200000000000003,0.0,15.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)"
27,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)",0.0,15.0,4,"(0, 0)",3.076,0.0,3.0,0.07599999999999998,0.0,18.0,False,"(5, 3)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 1)"
28,0,"(0, -1)","(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 3, 1)",0.0,18.0,4,"(0, 0)",-0.0040000000000000036,0.0,0.0,-0.0040000000000000036,0.0,18.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 2)"
29,5,interact,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 2)",0.0,18.0,4,"(0, 0)",-0.0040000000000000036,0.0,0.0,-0.0040000000000000036,0.0,18.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 3)"
30,1,"(0, 1)","(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 3)",0.0,18.0,4,"(0, 0)",-0.0040000000000000036,0.0,0.0,-0.0040000000000000036,0.0,18.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 4)"
31,3,"(-1, 0)","(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 4)",0.0,18.0,5,interact,0.09500000000000003,0.0,0.0,0.09500000000000003,0.0,18.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 5)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 5)"
32,0,"(0, -1)","(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 5)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 5)",0.0,18.0,5,interact,5.0841,0.0,5.0,0.08410000000000002,0.0,23.0,False,"(5, 2)",onion,"(3, 2)","soup('onion', 3, 20)","(4, 3):soup('onion', 3, 6)","(4, 2):empty;(4, 3):soup('onion', 3, 6)"
33,3,"(-1, 0)","(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 3):soup('onion', 3, 6)","(4, 2):empty;(4, 3):soup('onion', 3, 6)",0.0,23.0,0,"(0, -1)",-0.005900000000000016,0.0,0.0,-0.005900000000000016,0.0,23.0,False,"(5, 2)",onion,"(3, 2)","soup('onion', 3, 20)","(4, 3):soup('onion', 3, 7)","(4, 2):empty;(4, 3):soup('onion', 3, 7)"
34,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 3):soup('onion', 3, 7)","(4, 2):empty;(4, 3):soup('onion', 3, 7)",0.0,23.0,5,interact,22.6674,20.0,3.0,-0.33260000000000006,20.0,26.0,True,"(5, 2)",,"(3, 2)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 8)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 8)"
35,0,"(0, -1)","(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 8)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 8)",20.0,26.0,1,"(0, 1)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,20.0,26.0,False,"(5, 2)",,"(3, 3)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
36,5,interact,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)",20.0,26.0,5,interact,2.9974,0.0,3.0,-0.0026000000000000246,20.0,29.0,False,"(5, 2)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
37,3,"(-1, 0)","(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)",20.0,29.0,0,"(0, -1)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,20.0,29.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
38,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)",20.0,29.0,2,"(1, 0)",3.0568,0.0,3.0,0.05680000000000001,20.0,32.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 12)"
39,0,"(0, -1)","(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 12)",20.0,32.0,5,interact,-0.003200000000000003,0.0,0.0,-0.003200000000000003,20.0,32.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
40,5,interact,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)",20.0,32.0,4,"(0, 0)",-0.003200000000000003,0.0,0.0,-0.003200000000000003,20.0,32.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
41,3,"(-1, 0)","(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)",20.0,32.0,4,"(0, 0)",-0.003200000000000003,0.0,0.0,-0.003200000000000003,20.0,32.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
42,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)",20.0,32.0,5,interact,3.076,0.0,3.0,0.07599999999999998,20.0,35.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 16)"
43,0,"(0, -1)","(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 16)",20.0,35.0,4,"(0, 0)",-0.0040000000000000036,0.0,0.0,-0.0040000000000000036,20.0,35.0,False,"(5, 2)",,"(3, 2)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 17)"
44,5,interact,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 17)",20.0,35.0,4,"(0, 0)",-0.0040000000000000036,0.0,0.0,-0.0040000000000000036,20.0,35.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 18)"
45,1,"(0, 1)","(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 18)",20.0,35.0,4,"(0, 0)",-0.0040000000000000036,0.0,0.0,-0.0040000000000000036,20.0,35.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 19)"
46,3,"(-1, 0)","(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 19)",20.0,35.0,5,interact,0.09500000000000003,0.0,0.0,0.09500000000000003,20.0,35.0,False,"(5, 3)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):soup('onion', 3, 20)"
47,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):soup('onion', 3, 20)",20.0,35.0,1,"(0, 1)",-0.004999999999999983,0.0,0.0,-0.004999999999999983,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 3, 20)"
48,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.004999999999999983,0.0,0.0,-0.004999999999999983,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 3, 20)"
49,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.004999999999999983,0.0,0.0,-0.004999999999999983,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 3, 20)"
50,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.004999999999999983,0.0,0.0,-0.004999999999999983,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 3, 20)"
51,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.004999999999999983,0.0,0.0,-0.004999999999999983,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 3, 20)"
52,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014900000000000004,0.0,0.0,-0.014900000000000004,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 3, 20)"
53,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014800000000000058,0.0,0.0,-0.014800000000000058,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 3, 20)"
54,5,interact,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 3, 20)",20.0,35.0,5,interact,-0.014699999999999935,0.0,0.0,-0.014699999999999935,20.0,35.0,False,"(5, 3)",onion,"(3, 3)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 3, 20)"
