step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
29,5,interact,"(5, 2)","(-1, 0)",,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 17);(4, 3):empty",0.0,9.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,9.0,False,"(5, 2)",,"(2, 3)",,"(4, 2):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 18);(4, 3):empty"
30,5,interact,"(5, 2)","(-1, 0)",,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 18);(4, 3):empty",0.0,9.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,9.0,False,"(5, 2)",,"(2, 3)",,"(4, 2):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 19);(4, 3):empty"
31,5,interact,"(5, 2)","(-1, 0)",,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 19);(4, 3):empty",0.0,9.0,5,interact,0.2255999999999999,0.0,0.0,0.2255999999999999,0.0,9.0,False,"(5, 2)",,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
32,0,"(0, -1)","(5, 2)","(-1, 0)",,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.014400000000000012,0.0,0.0,-0.014400000000000012,0.0,9.0,False,"(5, 2)",,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
33,5,interact,"(5, 2)","(0, -1)",,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.014400000000000012,0.0,0.0,-0.014400000000000012,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
34,3,"(-1, 0)","(5, 2)","(0, -1)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.014400000000000012,0.0,0.0,-0.014400000000000012,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
35,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.014400000000000012,0.0,0.0,-0.014400000000000012,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
36,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.014400000000000012,0.0,0.0,-0.014400000000000012,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
37,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.07380000000000013,0.0,0.0,-0.07380000000000013,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
38,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.07319999999999993,0.0,0.0,-0.07319999999999993,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
39,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.0726,0.0,0.0,-0.0726,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
40,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.0719999999999998,0.0,0.0,-0.0719999999999998,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
41,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.07139999999999999,0.0,0.0,-0.07139999999999999,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
42,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.07080000000000006,0.0,0.0,-0.07080000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
43,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.0702,0.0,0.0,-0.0702,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
44,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.06959999999999993,0.0,0.0,-0.06959999999999993,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
45,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.06899999999999999,0.0,0.0,-0.06899999999999999,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
46,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.06840000000000006,0.0,0.0,-0.06840000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
47,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.06779999999999999,0.0,0.0,-0.06779999999999999,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
48,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.06719999999999993,0.0,0.0,-0.06719999999999993,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
49,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
50,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
51,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
52,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
53,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
54,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
55,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
56,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
57,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
58,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
59,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
60,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
61,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
62,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
63,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
64,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
65,3,"(-1, 0)","(5, 2)","(-1, 0)",onion,"(2, 3)","(1, 0)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(5, 2)",onion,"(2, 3)",,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
