step,ego_action,partner_action,reward,total_return,sparse_return,deliveries,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,pots,objects
28,"(-1, 0)",0,-0.003600000000000003,6.316800000000002,0.0,0.0,"(1, 3)","(-1, 0)",,"(6, 2)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 3):dish;(4, 0):soup('onion', 1, 0)"
29,"(-1, 0)",0,-0.003600000000000003,6.313200000000003,0.0,0.0,"(1, 3)","(-1, 0)",,"(6, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 3):dish;(4, 0):soup('onion', 1, 0)"
30,"(-1, 0)",3,-0.003600000000000003,6.309600000000003,0.0,0.0,"(1, 3)","(-1, 0)",,"(5, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 3):dish;(4, 0):soup('onion', 1, 0)"
31,"(0, 1)",3,-0.003600000000000003,6.306000000000004,0.0,0.0,"(1, 3)","(0, 1)",,"(4, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 3):dish;(4, 0):soup('onion', 1, 0)"
32,"(0, -1)",0,-0.003600000000000003,6.302400000000004,0.0,0.0,"(1, 2)","(0, -1)",,"(4, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 3):dish;(4, 0):soup('onion', 1, 0)"
33,interact,5,3.3528,9.655200000000004,0.0,0.0,"(1, 2)","(0, -1)",,"(4, 1)","(0, -1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
34,interact,2,-0.007200000000000006,9.648000000000005,0.0,0.0,"(1, 2)","(0, -1)",,"(5, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
35,"(-1, 0)",2,-0.007200000000000006,9.640800000000006,0.0,0.0,"(1, 2)","(-1, 0)",,"(6, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
36,interact,1,-0.007200000000000006,9.633600000000007,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(6, 2)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
37,interact,1,-0.007200000000000006,9.626400000000007,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(6, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
38,interact,3,-0.007200000000000006,9.619200000000008,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(5, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
39,interact,3,-0.007200000000000006,9.612000000000009,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(4, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
40,"(0, 1)",1,-0.007200000000000006,9.60480000000001,0.0,0.0,"(1, 3)","(0, 1)",dish,"(4, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
41,"(-1, 0)",5,-0.007200000000000006,9.59760000000001,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 3)","(0, 1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
42,interact,2,-0.007200000000000006,9.590400000000011,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
43,"(-1, 0)",2,-0.007200000000000006,9.583200000000012,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
44,"(-1, 0)",0,-0.007200000000000006,9.576000000000013,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 2)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
45,"(-1, 0)",0,-0.007200000000000006,9.568800000000014,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
46,"(-1, 0)",3,-0.007200000000000006,9.561600000000015,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
47,"(-1, 0)",3,-0.007200000000000006,9.554400000000015,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
48,interact,0,-0.007200000000000006,9.547200000000016,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 3):dish;(4, 0):soup('onion', 2, 0)"
49,interact,5,3.468,13.015200000000016,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(0, -1)",,"(3, 0):empty;(4, 0):soup('onion', 3, 1)","(0, 3):dish;(4, 0):soup('onion', 3, 1)"
50,"(0, -1)",2,-0.01200000000000001,13.003200000000016,0.0,0.0,"(1, 2)","(0, -1)",dish,"(5, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 3, 2)","(0, 3):dish;(4, 0):soup('onion', 3, 2)"
51,"(0, 0)",2,-0.01200000000000001,12.991200000000015,0.0,0.0,"(1, 2)","(0, -1)",dish,"(6, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 3, 3)","(0, 3):dish;(4, 0):soup('onion', 3, 3)"
52,"(0, 0)",1,-0.01200000000000001,12.979200000000015,0.0,0.0,"(1, 2)","(0, -1)",dish,"(6, 2)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 3, 4)","(0, 3):dish;(4, 0):soup('onion', 3, 4)"
53,"(-1, 0)",1,-0.01200000000000001,12.967200000000014,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(6, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 3, 5)","(0, 3):dish;(4, 0):soup('onion', 3, 5)"
54,interact,3,-0.01200000000000001,12.955200000000014,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(5, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 3, 6)","(0, 3):dish;(4, 0):soup('onion', 3, 6)"
55,interact,3,-0.01200000000000001,12.943200000000013,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(4, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 3, 7)","(0, 3):dish;(4, 0):soup('onion', 3, 7)"
56,interact,1,-0.01200000000000001,12.931200000000013,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(4, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 3, 8)","(0, 3):dish;(4, 0):soup('onion', 3, 8)"
57,"(0, -1)",5,-0.01200000000000001,12.919200000000012,0.0,0.0,"(1, 1)","(0, -1)",dish,"(4, 3)","(0, 1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 9)","(0, 3):dish;(4, 0):soup('onion', 3, 9)"
58,"(1, 0)",2,-0.01200000000000001,12.907200000000012,0.0,0.0,"(2, 1)","(1, 0)",dish,"(5, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 10)","(0, 3):dish;(4, 0):soup('onion', 3, 10)"
59,"(1, 0)",2,-0.01200000000000001,12.895200000000012,0.0,0.0,"(3, 1)","(1, 0)",dish,"(6, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 11)","(0, 3):dish;(4, 0):soup('onion', 3, 11)"
60,"(-1, 0)",0,-0.01200000000000001,12.883200000000011,0.0,0.0,"(2, 1)","(-1, 0)",dish,"(6, 2)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 12)","(0, 3):dish;(4, 0):soup('onion', 3, 12)"
61,interact,0,-0.01200000000000001,12.87120000000001,0.0,0.0,"(2, 1)","(-1, 0)",dish,"(6, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 13)","(0, 3):dish;(4, 0):soup('onion', 3, 13)"
62,"(1, 0)",0,-0.01200000000000001,12.85920000000001,0.0,0.0,"(3, 1)","(1, 0)",dish,"(6, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 14)","(0, 3):dish;(4, 0):soup('onion', 3, 14)"
63,"(1, 0)",3,-0.01200000000000001,12.84720000000001,0.0,0.0,"(4, 1)","(1, 0)",dish,"(5, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 15)","(0, 3):dish;(4, 0):soup('onion', 3, 15)"
64,"(0, -1)",0,-0.01200000000000001,12.83520000000001,0.0,0.0,"(4, 1)","(0, -1)",dish,"(5, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 16)","(0, 3):dish;(4, 0):soup('onion', 3, 16)"
65,interact,4,-0.01200000000000001,12.823200000000009,0.0,0.0,"(4, 1)","(0, -1)",dish,"(5, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 17)","(0, 3):dish;(4, 0):soup('onion', 3, 17)"
66,interact,4,-0.01200000000000001,12.811200000000008,0.0,0.0,"(4, 1)","(0, -1)",dish,"(5, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 18)","(0, 3):dish;(4, 0):soup('onion', 3, 18)"
67,interact,4,-0.01200000000000001,12.799200000000008,0.0,0.0,"(4, 1)","(0, -1)",dish,"(5, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 19)","(0, 3):dish;(4, 0):soup('onion', 3, 19)"
68,interact,4,0.5819999999999999,13.381200000000007,0.0,0.0,"(4, 1)","(0, -1)",dish,"(5, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 3, 20)","(0, 3):dish;(4, 0):soup('onion', 3, 20)"
69,interact,4,5.3384,18.719600000000007,0.0,0.0,"(4, 1)","(0, -1)","soup('onion', 3, 20)","(5, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):empty","(0, 3):dish"
70,"(-1, 0)",2,-0.08100000000000014,18.638600000000007,0.0,0.0,"(3, 1)","(-1, 0)","soup('onion', 3, 20)","(6, 1)","(1, 0)",onion,"(3, 0):empty;(4, 0):empty","(0, 3):dish"
71,"(-1, 0)",4,-0.08039999999999993,18.558200000000006,0.0,0.0,"(2, 1)","(-1, 0)","soup('onion', 3, 20)","(6, 1)","(1, 0)",onion,"(3, 0):empty;(4, 0):empty","(0, 3):dish"
72,"(-1, 0)",0,-0.0798,18.478400000000008,0.0,0.0,"(1, 1)","(-1, 0)","soup('onion', 3, 20)","(6, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):empty","(0, 3):dish"
73,interact,3,-0.1267199999999999,18.35168000000001,0.0,0.0,"(1, 1)","(-1, 0)",,"(5, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):empty","(0, 1):soup('onion', 3, 20);(0, 3):dish"
74,"(0, 1)",3,-0.01872000000000007,18.332960000000007,0.0,0.0,"(1, 2)","(0, 1)",,"(4, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):empty","(0, 1):soup('onion', 3, 20);(0, 3):dish"
75,interact,0,-0.01872000000000007,18.314240000000005,0.0,0.0,"(1, 2)","(0, 1)",,"(4, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):empty","(0, 1):soup('onion', 3, 20);(0, 3):dish"
76,interact,5,3.33768,21.651920000000004,0.0,0.0,"(1, 2)","(0, 1)",,"(4, 1)","(0, -1)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
77,"(1, 0)",2,-0.02231999999999994,21.629600000000003,0.0,0.0,"(1, 2)","(1, 0)",,"(5, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
78,"(-1, 0)",2,-0.02231999999999994,21.607280000000003,0.0,0.0,"(1, 2)","(-1, 0)",,"(6, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
79,interact,1,-0.02231999999999994,21.584960000000002,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(6, 2)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
80,interact,1,-0.02231999999999994,21.562640000000002,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(6, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
81,interact,3,-0.02231999999999994,21.54032,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(5, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
82,interact,3,-0.02231999999999994,21.518,0.0,0.0,"(1, 2)","(-1, 0)",dish,"(4, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
83,"(0, 1)",1,-0.02231999999999994,21.49568,0.0,0.0,"(1, 3)","(0, 1)",dish,"(4, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
84,"(-1, 0)",5,-0.02231999999999994,21.47336,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 3)","(0, 1)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
85,interact,2,-0.02231999999999994,21.45104,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
86,"(-1, 0)",2,-0.02231999999999994,21.42872,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
87,"(-1, 0)",0,-0.02231999999999994,21.406399999999998,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 2)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
88,"(-1, 0)",0,-0.02231999999999994,21.384079999999997,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
89,"(-1, 0)",3,-0.02231999999999994,21.361759999999997,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
90,"(-1, 0)",3,-0.02231999999999994,21.339439999999996,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
91,interact,0,-0.02231999999999994,21.317119999999996,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 1, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 1, 0)"
92,interact,5,3.33408,24.651199999999996,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(0, -1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
93,interact,2,-0.025919999999999808,24.625279999999997,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
94,"(0, 1)",2,-0.025919999999999808,24.599359999999997,0.0,0.0,"(1, 3)","(0, 1)",dish,"(6, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
95,"(-1, 0)",1,-0.025919999999999808,24.573439999999998,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 2)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
96,interact,1,-0.025919999999999808,24.54752,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
97,"(-1, 0)",3,-0.025919999999999808,24.5216,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
98,"(-1, 0)",3,-0.025919999999999808,24.49568,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 3)","(-1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
99,"(-1, 0)",1,-0.025919999999999808,24.46976,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 3)","(0, 1)",,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
100,"(0, 1)",5,-0.025919999999999808,24.44384,0.0,0.0,"(1, 3)","(0, 1)",dish,"(4, 3)","(0, 1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
101,"(-1, 0)",2,-0.025919999999999808,24.417920000000002,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
102,"(-1, 0)",2,-0.025919999999999808,24.392000000000003,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 3)","(1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
103,"(-1, 0)",0,-0.025919999999999808,24.366080000000004,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 2)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
104,"(-1, 0)",0,-0.025919999999999808,24.340160000000004,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(6, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
105,"(-1, 0)",3,-0.025919999999999808,24.314240000000005,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(5, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
106,"(-1, 0)",3,-0.025919999999999808,24.288320000000006,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(-1, 0)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
107,interact,0,-0.025919999999999808,24.262400000000007,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(0, -1)",onion,"(3, 0):empty;(4, 0):soup('onion', 2, 0)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 2, 0)"
108,interact,5,3.4492799999999995,27.711680000000005,0.0,0.0,"(1, 3)","(-1, 0)",dish,"(4, 1)","(0, -1)",,"(3, 0):empty;(4, 0):soup('onion', 3, 1)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 3, 1)"
109,"(0, -1)",2,-0.030719999999999813,27.680960000000006,0.0,0.0,"(1, 2)","(0, -1)",dish,"(5, 1)","(1, 0)",,"(3, 0):empty;(4, 0):soup('onion', 3, 2)","(0, 1):soup('onion', 3, 20);(0, 3):dish;(4, 0):soup('onion', 3, 2)"
