step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
13,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
14,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
15,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
16,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
17,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
18,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
19,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
20,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
21,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
22,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
23,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
24,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
25,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
26,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
27,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
28,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
29,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
30,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
31,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
32,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
33,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
34,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
35,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
36,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
37,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
38,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
39,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
40,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
41,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
42,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
43,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
44,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
45,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
46,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
47,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
48,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
49,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
50,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
51,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
52,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
53,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
54,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
55,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
56,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
57,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
58,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
59,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
60,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
61,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
62,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
63,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
64,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
65,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
66,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
67,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
68,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
69,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
70,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
71,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
72,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
73,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
74,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
75,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
76,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
77,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
78,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
79,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
80,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
81,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
82,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
83,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
84,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
85,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
86,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
87,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
88,4,"(0, 0)","(6, 2)","(1, 0)",onion,"(1, 1)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(6, 2)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
