step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
21,2,"(1, 0)","(2, 3)","(1, 0)",,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,5,interact,0.0,0.0,0.0,0.0,0.0,6.0,False,"(3, 3)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
22,1,"(0, 1)","(3, 3)","(1, 0)",,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,5,interact,0.0,0.0,0.0,0.0,0.0,6.0,False,"(3, 3)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
23,5,interact,"(3, 3)","(0, 1)",,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,5,interact,0.0,0.0,0.0,0.0,0.0,6.0,False,"(3, 3)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
24,3,"(-1, 0)","(3, 3)","(0, 1)",onion,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,5,interact,0.0,0.0,0.0,0.0,0.0,6.0,False,"(2, 3)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
25,3,"(-1, 0)","(2, 3)","(-1, 0)",onion,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,5,interact,0.0,0.0,0.0,0.0,0.0,6.0,False,"(1, 3)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
26,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(1, 2)",onion,"(6, 2)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
27,3,"(-1, 0)","(1, 2)","(0, -1)",onion,"(6, 2)","(0, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(1, 2)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
28,0,"(0, -1)","(1, 2)","(-1, 0)",onion,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,5,interact,0.0,0.0,0.0,0.0,0.0,6.0,False,"(1, 1)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
29,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(2, 1)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
30,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(3, 1)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
31,0,"(0, -1)","(3, 1)","(1, 0)",onion,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(3, 1)",onion,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
32,5,interact,"(3, 1)","(0, -1)",onion,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",3.0,0.0,3.0,0.0,0.0,9.0,False,"(3, 1)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
33,3,"(-1, 0)","(3, 1)","(0, -1)",,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(2, 1)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
34,3,"(-1, 0)","(2, 1)","(-1, 0)",,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 1)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
35,3,"(-1, 0)","(1, 1)","(-1, 0)",,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 1)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
36,1,"(0, 1)","(1, 1)","(-1, 0)",,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 2)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
37,2,"(1, 0)","(1, 2)","(0, 1)",,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 2)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
38,2,"(1, 0)","(1, 2)","(1, 0)",,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 2)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
39,3,"(-1, 0)","(1, 2)","(1, 0)",,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 2)",,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
40,5,interact,"(1, 2)","(-1, 0)",,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 2)",dish,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
41,1,"(0, 1)","(1, 2)","(-1, 0)",dish,"(6, 1)","(1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 3)",dish,"(6, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
42,5,interact,"(1, 3)","(0, 1)",dish,"(6, 1)","(0, -1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 3)",dish,"(5, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
43,3,"(-1, 0)","(1, 3)","(0, 1)",dish,"(5, 1)","(-1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 3)",dish,"(4, 1)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
44,5,interact,"(1, 3)","(-1, 0)",dish,"(4, 1)","(-1, 0)",,"(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 3)",,"(5, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
45,2,"(1, 0)","(1, 3)","(-1, 0)",,"(5, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(2, 3)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
46,2,"(1, 0)","(2, 3)","(1, 0)",,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 3)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
47,1,"(0, 1)","(3, 3)","(1, 0)",,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 3)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
48,5,interact,"(3, 3)","(0, 1)",,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 3)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
49,3,"(-1, 0)","(3, 3)","(0, 1)",onion,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(2, 3)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
50,3,"(-1, 0)","(2, 3)","(-1, 0)",onion,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 3)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
51,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 2)",onion,"(6, 2)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
52,3,"(-1, 0)","(1, 2)","(0, -1)",onion,"(6, 2)","(0, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 2)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
53,0,"(0, -1)","(1, 2)","(-1, 0)",onion,"(6, 1)","(0, -1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(1, 1)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
54,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(6, 1)","(0, -1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(2, 1)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
55,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(6, 1)","(0, -1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 1)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
56,0,"(0, -1)","(3, 1)","(1, 0)",onion,"(6, 1)","(0, -1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 1)",onion,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
57,5,interact,"(3, 1)","(0, -1)",onion,"(6, 1)","(0, -1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,9.0,0,"(0, -1)",3.0,0.0,3.0,0.0,0.0,12.0,False,"(3, 1)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 0):empty"
58,3,"(-1, 0)","(3, 1)","(0, -1)",,"(6, 1)","(0, -1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 0):empty",0.0,12.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(2, 1)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 0):empty"
59,3,"(-1, 0)","(2, 1)","(-1, 0)",,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 0):empty",0.0,12.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(1, 1)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 0):empty"
60,1,"(0, 1)","(1, 1)","(-1, 0)",,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 0):empty",0.0,12.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(1, 2)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 0):empty"
61,1,"(0, 1)","(1, 2)","(0, 1)",,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 0):empty",0.0,12.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(1, 3)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 0):empty"
62,2,"(1, 0)","(1, 3)","(0, 1)",,"(6, 1)","(1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 0):empty",0.0,12.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(2, 3)",,"(5, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 0):empty"
63,2,"(1, 0)","(2, 3)","(1, 0)",,"(5, 1)","(-1, 0)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 0):empty",0.0,12.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(3, 3)",,"(6, 1)",,"(0, 3):dish;(1, 4):dish;(3, 0):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 7);(4, 0):empty"
