step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
10,5,interact,"(4, 3)","(0, 1)",,"(3, 1)","(0, -1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
11,0,"(0, -1)","(4, 3)","(0, 1)",onion,"(3, 1)","(0, 1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
12,5,interact,"(4, 3)","(0, -1)",onion,"(4, 1)","(1, 0)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",,"(4, 1)",,"(3, 0):soup('onion', 2, 0);(4, 2):onion","(3, 0):soup('onion', 2, 0);(4, 0):empty"
13,1,"(0, 1)","(4, 3)","(0, -1)",,"(4, 1)","(0, 1)",,"(3, 0):soup('onion', 2, 0);(4, 2):onion","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
14,5,interact,"(4, 3)","(0, 1)",,"(4, 1)","(0, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
15,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(0, -1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
16,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
17,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
18,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
19,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
20,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
21,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
22,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
23,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
24,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
25,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
26,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
27,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
28,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
29,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
30,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
31,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
32,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
33,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
34,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
35,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
36,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
37,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
38,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
39,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
40,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
41,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
42,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
43,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
44,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
45,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
46,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
47,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
48,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
49,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
50,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
51,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
52,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
53,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
54,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
55,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
56,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
57,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
58,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
59,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
60,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
61,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
62,5,interact,"(4, 3)","(0, 1)",onion,"(3, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(4, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
63,5,interact,"(4, 3)","(0, 1)",onion,"(4, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(4, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 0):empty"
