step,ego_action,partner_action,sparse_delta,built_in,custom,total
154,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
155,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
156,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
157,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
158,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
159,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
160,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
161,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
162,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
163,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
164,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
165,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
166,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
167,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
168,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
169,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
170,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
171,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
172,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
173,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
174,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
175,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
176,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
177,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
178,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
179,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
180,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
181,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
182,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
183,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
184,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
185,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
186,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
187,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
188,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
189,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
190,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
191,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
192,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
193,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
194,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
195,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
196,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
197,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
198,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
199,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
200,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
201,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
202,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
203,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
204,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
205,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
206,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
207,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
208,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
209,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
210,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
211,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
212,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
213,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
214,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
215,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
216,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
217,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
218,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
219,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
220,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
221,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
222,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
223,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
224,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
225,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
226,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
227,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
228,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
229,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
230,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
231,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
232,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
233,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
234,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
235,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
236,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
237,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
238,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
239,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
240,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
241,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
242,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
243,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
244,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
245,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
246,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
247,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
248,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
249,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
250,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
251,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
252,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
253,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
254,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
255,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
256,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
257,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
258,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
259,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
260,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
261,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
262,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
263,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
264,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
265,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
266,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
267,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
268,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
269,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
270,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
271,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
272,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
273,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
274,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
275,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
276,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
277,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
278,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
279,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
280,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
281,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
282,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
283,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
284,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
285,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
286,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
287,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
288,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
289,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
290,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
291,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
292,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
293,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
294,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
295,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
296,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
297,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
298,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
299,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
300,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
301,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
302,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
303,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
304,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
305,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
306,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
307,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
308,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
309,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
310,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
311,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
312,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
313,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
314,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
315,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
316,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
317,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
318,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
319,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
320,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
321,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
322,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
323,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
324,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
325,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
326,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
327,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
328,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
329,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
330,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
331,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
332,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
333,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
334,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
