step,ego_action,partner_action,sparse_delta,built_in,custom,total
118,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
119,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
120,"(1, 0)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
121,"(0, 1)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
122,"(1, 0)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
123,"(0, -1)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
124,"(0, 0)","(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
125,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
126,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
127,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
128,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
129,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
130,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
131,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
132,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
133,interact,"(0, 1)",0.0,0.0,2.2765000000000004,2.2765000000000004
134,interact,"(0, -1)",0.0,5.0,1.5600000000000003,6.5600000000000005
135,"(1, 0)","(-1, 0)",0.0,0.0,0.15750000000000042,0.15750000000000042
136,"(1, 0)","(0, 1)",0.0,0.0,0.15499999999999958,0.15499999999999958
137,"(0, 1)","(0, 1)",0.0,0.0,0.15249999999999986,0.15249999999999986
138,"(1, 0)","(-1, 0)",0.0,0.0,-0.09750000000000036,-0.09750000000000036
139,interact,"(0, 1)",20.0,0.0,-9.75,10.25
140,"(0, 1)","(0, -1)",0.0,0.0,0.0,0.0
141,"(-1, 0)",interact,0.0,0.0,0.0,0.0
142,"(-1, 0)","(0, 1)",0.0,0.0,0.0,0.0
143,"(0, 1)","(-1, 0)",0.0,0.0,0.0,0.0
144,interact,"(-1, 0)",0.0,0.0,0.0,0.0
145,"(1, 0)","(-1, 0)",0.0,0.0,0.0,0.0
146,"(1, 0)","(0, -1)",0.0,0.0,0.0,0.0
147,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
148,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
149,"(-1, 0)","(0, 0)",0.0,0.0,0.0,0.0
150,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
151,"(-1, 0)","(0, 0)",0.0,0.0,0.0,0.0
152,"(0, -1)","(-1, 0)",0.0,0.0,0.0,0.0
153,interact,"(0, 1)",0.0,3.0,1.4849999999999999,4.484999999999999
154,"(1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
155,"(1, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
156,"(0, 1)",interact,0.0,3.0,-0.015000000000000013,2.985
157,"(0, 1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
158,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
159,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
160,"(0, 1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
161,interact,"(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
162,"(1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
163,"(1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
164,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
165,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
166,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
167,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
168,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
169,interact,"(0, 0)",0.0,3.0,1.47,4.47
170,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
171,"(1, 0)",interact,0.0,0.0,-0.030000000000000027,-0.030000000000000027
172,"(0, 1)",interact,0.0,0.0,-0.030000000000000027,-0.030000000000000027
173,"(0, 1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
174,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
175,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
176,"(0, 1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
177,interact,"(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
178,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
179,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
180,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
181,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
182,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
183,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
184,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
185,interact,"(0, 0)",0.0,3.0,1.9500000000000002,4.95
186,"(-1, 0)",interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
187,"(-1, 0)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
188,"(0, 1)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
189,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
190,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
191,"(1, 0)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
192,"(0, 1)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
193,"(1, 0)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
194,"(0, -1)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
195,"(0, 0)","(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
196,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
197,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
198,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
199,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
200,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
201,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
202,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
203,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
204,interact,"(0, 1)",0.0,0.0,2.2765000000000004,2.2765000000000004
205,interact,"(0, -1)",0.0,5.0,1.5600000000000003,6.5600000000000005
206,"(1, 0)","(-1, 0)",0.0,0.0,0.15750000000000042,0.15750000000000042
207,"(1, 0)","(0, 1)",0.0,0.0,0.15499999999999958,0.15499999999999958
208,"(0, 1)","(0, 1)",0.0,0.0,0.15249999999999986,0.15249999999999986
209,"(1, 0)","(-1, 0)",0.0,0.0,-0.09750000000000036,-0.09750000000000036
210,interact,"(0, 1)",20.0,0.0,-9.75,10.25
211,"(0, 1)","(0, -1)",0.0,0.0,0.0,0.0
212,"(-1, 0)",interact,0.0,0.0,0.0,0.0
213,"(-1, 0)","(0, 1)",0.0,0.0,0.0,0.0
214,"(0, 1)","(-1, 0)",0.0,0.0,0.0,0.0
215,interact,"(-1, 0)",0.0,0.0,0.0,0.0
216,"(1, 0)","(-1, 0)",0.0,0.0,0.0,0.0
217,"(1, 0)","(0, -1)",0.0,0.0,0.0,0.0
218,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
219,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
220,"(-1, 0)","(0, 0)",0.0,0.0,0.0,0.0
221,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
222,"(-1, 0)","(0, 0)",0.0,0.0,0.0,0.0
223,"(0, -1)","(-1, 0)",0.0,0.0,0.0,0.0
224,interact,"(0, 1)",0.0,3.0,1.4849999999999999,4.484999999999999
225,"(1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
226,"(1, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
227,"(0, 1)",interact,0.0,3.0,-0.015000000000000013,2.985
228,"(0, 1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
229,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
230,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
231,"(0, 1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
232,interact,"(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
233,"(1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
234,"(1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
235,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
236,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
237,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
238,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
239,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
240,interact,"(0, 0)",0.0,3.0,1.47,4.47
241,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
242,"(1, 0)",interact,0.0,0.0,-0.030000000000000027,-0.030000000000000027
243,"(0, 1)",interact,0.0,0.0,-0.030000000000000027,-0.030000000000000027
244,"(0, 1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
245,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
246,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
247,"(0, 1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
248,interact,"(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
249,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
250,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
251,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
252,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
253,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
254,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
255,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
256,interact,"(0, 0)",0.0,3.0,1.9500000000000002,4.95
257,"(-1, 0)",interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
258,"(-1, 0)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
259,"(0, 1)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
260,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
261,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
262,"(1, 0)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
263,"(0, 1)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
264,"(1, 0)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
265,"(0, -1)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
266,"(0, 0)","(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
267,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
268,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
269,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
270,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
271,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
272,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
273,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
274,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
275,interact,"(0, 1)",0.0,0.0,2.2765000000000004,2.2765000000000004
276,interact,"(0, -1)",0.0,5.0,1.5600000000000003,6.5600000000000005
277,"(1, 0)","(-1, 0)",0.0,0.0,0.15750000000000042,0.15750000000000042
278,"(1, 0)","(0, 1)",0.0,0.0,0.15499999999999958,0.15499999999999958
279,"(0, 1)","(0, 1)",0.0,0.0,0.15249999999999986,0.15249999999999986
280,"(1, 0)","(-1, 0)",0.0,0.0,-0.09750000000000036,-0.09750000000000036
281,interact,"(0, 1)",20.0,0.0,-9.75,10.25
282,"(0, 1)","(0, -1)",0.0,0.0,0.0,0.0
283,"(-1, 0)",interact,0.0,0.0,0.0,0.0
284,"(-1, 0)","(0, 1)",0.0,0.0,0.0,0.0
285,"(0, 1)","(-1, 0)",0.0,0.0,0.0,0.0
286,interact,"(-1, 0)",0.0,0.0,0.0,0.0
287,"(1, 0)","(-1, 0)",0.0,0.0,0.0,0.0
288,"(1, 0)","(0, -1)",0.0,0.0,0.0,0.0
289,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
290,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
291,"(-1, 0)","(0, 0)",0.0,0.0,0.0,0.0
292,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
293,"(-1, 0)","(0, 0)",0.0,0.0,0.0,0.0
294,"(0, -1)","(-1, 0)",0.0,0.0,0.0,0.0
295,interact,"(0, 1)",0.0,3.0,1.4849999999999999,4.484999999999999
296,"(1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
297,"(1, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
298,"(0, 1)",interact,0.0,3.0,-0.015000000000000013,2.985
299,"(0, 1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
300,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
301,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
302,"(0, 1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
303,interact,"(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
304,"(1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
305,"(1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
306,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
307,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
308,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
309,"(-1, 0)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
310,"(0, -1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
311,interact,"(0, 0)",0.0,3.0,1.47,4.47
312,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
313,"(1, 0)",interact,0.0,0.0,-0.030000000000000027,-0.030000000000000027
314,"(0, 1)",interact,0.0,0.0,-0.030000000000000027,-0.030000000000000027
315,"(0, 1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
316,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
317,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
318,"(0, 1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
319,interact,"(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
320,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
321,"(1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
322,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
323,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
324,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
325,"(-1, 0)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
326,"(0, -1)","(0, 0)",0.0,0.0,-0.030000000000000027,-0.030000000000000027
327,interact,"(0, 0)",0.0,3.0,1.9500000000000002,4.95
328,"(-1, 0)",interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
329,"(-1, 0)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
330,"(0, 1)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
331,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
332,interact,interact,0.0,0.0,-0.050000000000000044,-0.050000000000000044
333,"(1, 0)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
334,"(0, 1)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
335,"(1, 0)","(1, 0)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
336,"(0, -1)","(0, -1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
337,"(0, 0)","(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
338,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
339,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
340,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
341,interact,"(0, 1)",0.0,0.0,-0.050000000000000044,-0.050000000000000044
