step,ego_action,partner_action,sparse_delta,built_in,custom,total
52,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
53,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
54,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
55,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
56,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
57,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
58,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
59,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
60,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
61,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
62,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
63,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
64,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
65,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
66,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
67,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
68,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
69,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
70,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
71,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
72,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
73,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
74,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
75,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
76,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
77,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
78,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
79,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
80,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
81,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
82,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
83,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
84,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
85,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
86,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
87,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
88,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
89,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
90,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
91,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
92,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
93,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
94,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
95,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
96,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
97,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
98,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
99,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
100,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
101,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
102,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
103,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
104,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
105,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
106,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
107,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
108,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
109,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
110,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
111,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
112,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
113,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
114,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
115,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
116,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
117,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
118,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
119,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
120,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
121,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
122,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
123,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
124,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
125,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
126,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
127,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
128,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
129,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
130,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
131,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
132,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
133,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
134,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
135,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
136,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
137,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
138,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
139,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
140,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
141,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
142,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
143,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
144,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
145,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
146,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
147,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
148,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
149,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
150,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
151,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
152,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
153,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
154,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
155,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
156,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
157,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
158,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
159,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
160,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
161,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
162,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
163,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
164,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
165,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
166,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
167,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
168,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
169,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
170,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
171,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
172,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
173,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
174,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
175,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
176,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
177,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
178,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
179,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
180,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
181,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
182,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
183,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
184,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
185,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
186,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
187,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
188,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
189,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
190,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
191,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
192,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
193,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
194,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
195,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
196,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
197,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
198,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
199,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
200,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
201,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
202,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
203,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
204,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
205,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
206,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
207,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
208,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
209,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
210,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
211,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
212,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
213,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
214,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
215,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
216,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
217,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
218,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
219,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
220,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
221,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
222,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
223,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
224,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
225,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
226,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
227,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
228,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
229,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
230,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
231,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
232,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
233,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
234,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
235,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
236,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
237,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
238,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
239,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
240,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
241,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
242,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
243,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
244,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
245,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
246,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
247,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
248,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
249,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
250,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
251,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
252,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
253,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
254,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
255,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
256,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
257,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
258,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
259,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
260,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
261,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
262,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
263,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
264,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
265,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
266,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
267,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
268,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
269,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
270,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
271,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
272,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
273,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
274,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
275,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
276,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
277,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
278,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
279,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
280,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
281,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
282,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
283,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
284,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
285,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
286,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
287,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
288,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
289,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
290,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
291,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
292,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
293,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
294,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
295,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
296,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
297,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
298,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
299,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
300,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
301,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
302,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
303,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
304,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
305,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
306,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
307,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
308,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
309,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
310,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
311,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
312,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
313,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
314,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
315,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
316,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
317,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
318,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
319,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
320,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
321,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
322,"(0, 0)","(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
323,interact,"(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
