step,ego_action,partner_action,sparse_reward,built_in_shaped_reward,custom_base_component,custom_v2_extra_component,custom_useless_interact_component,custom_shaped_reward,total_reward,active_custom_shaping_version,late_stage,no_interaction_change,useless_counts_before,useless_counts_after
68,"(1, 0)",interact,0.0,0.0,-0.10000000000000009,0.0,0.0,-0.10000000000000009,-0.10000000000000009,1,False,False,"[0, 0]","[0, 0]"
69,interact,interact,0.0,0.0,-0.10000000000000009,0.0,0.0,-0.10000000000000009,-0.10000000000000009,1,False,False,"[0, 0]","[0, 0]"
70,interact,interact,0.0,0.0,-0.10000000000000009,0.0,0.0,-0.10000000000000009,-0.10000000000000009,1,False,False,"[0, 0]","[0, 0]"
71,interact,interact,0.0,0.0,-0.10000000000000009,0.0,0.0,-0.10000000000000009,-0.10000000000000009,1,False,False,"[0, 0]","[0, 0]"
72,interact,interact,0.0,0.0,-0.10000000000000009,0.0,0.0,-0.10000000000000009,-0.10000000000000009,1,False,False,"[0, 0]","[0, 0]"
73,interact,interact,0.0,0.0,2.2265,0.0,0.0,2.2265,2.2265,1,False,False,"[0, 0]","[0, 0]"
74,interact,interact,0.0,5.0,1.7574999999999985,0.0,0.0,1.7574999999999985,6.7574999999999985,1,False,False,"[0, 0]","[0, 0]"
75,"(0, 1)",interact,0.0,0.0,0.10499999999999954,0.0,0.0,0.10499999999999954,0.10499999999999954,1,False,False,"[0, 0]","[0, 0]"
76,"(0, 1)",interact,0.0,0.0,0.10250000000000092,0.0,0.0,0.10250000000000092,0.10250000000000092,1,False,False,"[0, 0]","[0, 0]"
77,interact,"(0, -1)",20.0,0.0,-8.81,0.0,0.0,-8.81,11.19,1,False,False,"[0, 0]","[0, 0]"
78,"(0, -1)","(-1, 0)",0.0,0.0,-0.06000000000000005,0.0,0.0,-0.06000000000000005,-0.06000000000000005,1,False,False,"[0, 0]","[0, 0]"
79,"(0, -1)",interact,0.0,0.0,-0.06000000000000005,0.0,0.0,-0.06000000000000005,-0.06000000000000005,1,False,False,"[0, 0]","[0, 0]"
80,"(0, -1)","(1, 0)",0.0,0.0,-0.06000000000000005,0.0,0.0,-0.06000000000000005,-0.06000000000000005,1,False,False,"[0, 0]","[0, 0]"
81,"(-1, 0)",interact,0.0,0.0,-0.06000000000000005,0.0,0.0,-0.06000000000000005,-0.06000000000000005,1,False,False,"[0, 0]","[0, 0]"
82,interact,interact,0.0,0.0,-0.06000000000000005,0.0,0.0,-0.06000000000000005,-0.06000000000000005,1,False,False,"[0, 0]","[0, 0]"
83,"(0, -1)","(0, 1)",0.0,0.0,-0.06000000000000005,0.0,0.0,-0.06000000000000005,-0.06000000000000005,1,False,False,"[0, 0]","[0, 0]"
84,"(1, 0)","(0, 1)",0.0,0.0,-0.06000000000000005,0.0,0.0,-0.06000000000000005,-0.06000000000000005,1,False,False,"[0, 0]","[0, 0]"
85,interact,"(-1, 0)",0.0,3.0,1.4249999999999996,0.0,0.0,1.4249999999999996,4.425,1,False,False,"[0, 0]","[0, 0]"
86,"(0, 1)",interact,0.0,3.0,0.6675000000000009,0.0,0.0,0.6675000000000009,3.667500000000001,1,False,False,"[0, 0]","[0, 0]"
87,"(0, -1)","(0, -1)",0.0,0.0,0.0660000000000005,0.0,0.0,0.0660000000000005,0.0660000000000005,1,False,False,"[0, 0]","[0, 0]"
88,"(0, -1)","(0, -1)",0.0,0.0,0.06449999999999845,0.0,0.0,0.06449999999999845,0.06449999999999845,1,False,False,"[0, 0]","[0, 0]"
89,"(0, -1)","(1, 0)",0.0,0.0,-0.08550000000000058,0.0,0.0,-0.08550000000000058,-0.08550000000000058,1,False,False,"[0, 0]","[0, 0]"
90,"(-1, 0)",interact,0.0,0.0,-0.08550000000000058,0.0,0.0,-0.08550000000000058,-0.08550000000000058,1,False,False,"[0, 0]","[0, 0]"
91,interact,interact,0.0,0.0,0.3600000000000003,0.0,0.0,0.3600000000000003,0.3600000000000003,1,False,False,"[0, 0]","[0, 0]"
92,"(1, 0)","(0, 1)",0.0,0.0,-0.09000000000000008,0.0,0.0,-0.09000000000000008,-0.09000000000000008,1,False,False,"[0, 0]","[0, 0]"
93,interact,"(0, 1)",0.0,3.0,1.3949999999999985,0.0,0.0,1.3949999999999985,4.394999999999999,1,False,False,"[0, 0]","[0, 0]"
94,"(-1, 0)","(-1, 0)",0.0,0.0,-0.10499999999999954,0.0,0.0,-0.10499999999999954,-0.10499999999999954,1,False,False,"[0, 0]","[0, 0]"
95,interact,interact,0.0,3.0,-0.9959999999999991,0.0,0.0,-0.9959999999999991,2.004000000000001,1,False,False,"[0, 0]","[0, 0]"
96,"(1, 0)","(0, -1)",0.0,0.0,0.05249999999999866,0.0,0.0,0.05249999999999866,0.05249999999999866,1,False,False,"[0, 0]","[0, 0]"
97,"(-1, 0)","(0, -1)",0.0,0.0,0.050999999999999934,0.0,0.0,0.050999999999999934,0.050999999999999934,1,False,False,"[0, 0]","[0, 0]"
98,"(1, 0)","(1, 0)",0.0,0.0,-0.0990000000000002,0.0,0.0,-0.0990000000000002,-0.0990000000000002,1,False,False,"[0, 0]","[0, 0]"
99,"(-1, 0)",interact,0.0,0.0,0.3464999999999996,0.0,0.0,0.3464999999999996,0.3464999999999996,1,False,False,"[0, 0]","[0, 0]"
100,"(1, 0)","(-1, 0)",0.0,0.0,-0.10350000000000081,0.0,0.0,-0.10350000000000081,-0.10350000000000081,1,False,False,"[0, 0]","[0, 0]"
101,"(0, 1)",interact,0.0,0.0,-0.2520000000000011,0.0,0.0,-0.2520000000000011,-0.2520000000000011,1,False,False,"[0, 0]","[0, 0]"
102,"(0, -1)","(1, 0)",0.0,0.0,0.04650000000000043,0.0,0.0,0.04650000000000043,0.04650000000000043,1,False,False,"[0, 0]","[0, 0]"
103,interact,interact,0.0,5.0,1.7775000000000007,0.0,0.0,1.7775000000000007,6.777500000000001,1,False,False,"[0, 0]","[0, 0]"
104,"(0, 1)","(1, 0)",0.0,0.0,0.12499999999999956,0.0,0.0,0.12499999999999956,0.12499999999999956,1,False,False,"[0, 0]","[0, 0]"
105,"(0, 1)","(1, 0)",0.0,0.0,0.12250000000000094,0.0,0.0,0.12250000000000094,0.12250000000000094,1,False,False,"[0, 0]","[0, 0]"
106,interact,"(1, 0)",20.0,0.0,-9.780000000000001,0.0,0.0,-9.780000000000001,10.219999999999999,1,False,False,"[0, 0]","[0, 0]"
107,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
108,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
109,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
110,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
111,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
112,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
113,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
114,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
115,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
116,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
117,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
118,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
119,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
120,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
121,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
122,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
123,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
124,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
125,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
126,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
127,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
128,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
129,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
130,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
131,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
132,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
133,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
134,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
135,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
136,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
137,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
138,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
139,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
140,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
141,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
142,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
143,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
144,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
145,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
146,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
147,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
148,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
149,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
150,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
151,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
152,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
153,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
154,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
155,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
156,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
157,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
158,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
159,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
160,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
161,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
162,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
163,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
164,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
165,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
166,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
167,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
168,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
169,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
170,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
171,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
172,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
173,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
174,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
175,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
176,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
177,interact,interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,1,False,False,"[0, 0]","[0, 0]"
