step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
17,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",,"(1, 3)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
18,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",,"(1, 3)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
19,5,interact,"(3, 3)","(-1, 0)",,"(1, 3)","(1, 0)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",onion,"(1, 2)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
20,0,"(0, -1)","(3, 3)","(-1, 0)",onion,"(1, 2)","(0, -1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 2)",onion,"(1, 2)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
21,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 2)","(1, 0)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 1)",onion,"(1, 2)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
22,5,interact,"(3, 1)","(0, -1)",onion,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,3.078,0.0,3.0,0.07800000000000001,0.0,9.0,False,"(3, 1)",,"(1, 2)",onion,"(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 1):empty"
23,1,"(0, 1)","(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",onion,"(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 1):empty",0.0,9.0,1,"(0, 1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(3, 2)",,"(1, 3)",onion,"(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty"
24,3,"(-1, 0)","(3, 2)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty",0.0,9.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(3, 2)",,"(1, 3)",onion,"(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty"
25,5,interact,"(3, 2)","(-1, 0)",,"(1, 3)","(1, 0)",onion,"(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty",0.0,9.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(3, 2)",,"(1, 3)",,"(2, 3):onion;(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty"
26,5,interact,"(3, 2)","(-1, 0)",,"(1, 3)","(1, 0)",,"(2, 3):onion;(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty",0.0,9.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(3, 2)",,"(1, 3)",,"(2, 3):onion;(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 1):empty"
27,5,interact,"(3, 2)","(-1, 0)",,"(1, 3)","(-1, 0)",,"(2, 3):onion;(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 1):empty",0.0,9.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,0.0,12.0,False,"(3, 2)",,"(1, 3)",dish,"(2, 3):onion;(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 1):empty"
28,5,interact,"(3, 2)","(-1, 0)",,"(1, 3)","(-1, 0)",dish,"(2, 3):onion;(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 1):empty",0.0,12.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 2)",,"(1, 2)",dish,"(2, 3):onion;(3, 0):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 7);(4, 1):empty"
29,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(0, -1)",dish,"(2, 3):onion;(3, 0):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 7);(4, 1):empty",0.0,12.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 2)",,"(1, 2)",dish,"(2, 3):onion;(3, 0):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 8);(4, 1):empty"
30,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(1, 0)",dish,"(2, 3):onion;(3, 0):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 8);(4, 1):empty",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 2)",,"(1, 2)",,"(2, 2):dish;(2, 3):onion;(3, 0):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 9);(4, 1):empty"
31,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(1, 0)",,"(2, 2):dish;(2, 3):onion;(3, 0):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 9);(4, 1):empty",0.0,12.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 2)",dish,"(1, 2)",,"(2, 3):onion;(3, 0):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 10);(4, 1):empty"
32,0,"(0, -1)","(3, 2)","(-1, 0)",dish,"(1, 2)","(-1, 0)",,"(2, 3):onion;(3, 0):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 10);(4, 1):empty",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 11);(4, 1):empty"
33,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 11);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 12);(4, 1):empty"
34,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 12);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 13)","(3, 0):soup('onion', 3, 13);(4, 1):empty"
35,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 13)","(3, 0):soup('onion', 3, 13);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 14)","(3, 0):soup('onion', 3, 14);(4, 1):empty"
36,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 14)","(3, 0):soup('onion', 3, 14);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 15)","(3, 0):soup('onion', 3, 15);(4, 1):empty"
37,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 15)","(3, 0):soup('onion', 3, 15);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 16)","(3, 0):soup('onion', 3, 16);(4, 1):empty"
38,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 16)","(3, 0):soup('onion', 3, 16);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 17)","(3, 0):soup('onion', 3, 17);(4, 1):empty"
39,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 17)","(3, 0):soup('onion', 3, 17);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 18)","(3, 0):soup('onion', 3, 18);(4, 1):empty"
40,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 18)","(3, 0):soup('onion', 3, 18);(4, 1):empty",0.0,12.0,4,"(0, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 19)","(3, 0):soup('onion', 3, 19);(4, 1):empty"
41,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 19)","(3, 0):soup('onion', 3, 19);(4, 1):empty",0.0,12.0,4,"(0, 0)",0.09699999999999998,0.0,0.0,0.09699999999999998,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 20)","(3, 0):soup('onion', 3, 20);(4, 1):empty"
42,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 3, 20)","(3, 0):soup('onion', 3, 20);(4, 1):empty",0.0,12.0,4,"(0, 0)",5.0663,0.0,5.0,0.06630000000000003,0.0,17.0,False,"(3, 1)","soup('onion', 3, 20)","(1, 2)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
43,1,"(0, 1)","(3, 1)","(0, -1)","soup('onion', 3, 20)","(1, 2)","(-1, 0)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty",0.0,17.0,4,"(0, 0)",0.006199999999999983,0.0,0.0,0.006199999999999983,0.0,17.0,False,"(3, 2)","soup('onion', 3, 20)","(1, 2)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
44,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(1, 2)","(-1, 0)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty",0.0,17.0,1,"(0, 1)",0.006099999999999994,0.0,0.0,0.006099999999999994,0.0,17.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
45,5,interact,"(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(0, 1)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty",0.0,17.0,2,"(1, 0)",19.61,20.0,0.0,-0.39,20.0,17.0,True,"(3, 3)",,"(1, 3)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
46,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(1, 0)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty",20.0,17.0,5,interact,0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",,"(1, 3)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
47,5,interact,"(3, 3)","(-1, 0)",,"(1, 3)","(1, 0)",onion,"(2, 3):onion","(3, 0):empty;(4, 1):empty",20.0,17.0,5,interact,0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",onion,"(1, 3)",,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
48,0,"(0, -1)","(3, 3)","(-1, 0)",onion,"(1, 3)","(1, 0)",,"(2, 3):onion","(3, 0):empty;(4, 1):empty",20.0,17.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 2)",onion,"(1, 2)",,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
49,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 2)","(0, -1)",,"(2, 3):onion","(3, 0):empty;(4, 1):empty",20.0,17.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 1)",onion,"(1, 2)",,"(2, 3):onion","(3, 0):empty;(4, 1):empty"
50,5,interact,"(3, 1)","(0, -1)",onion,"(1, 2)","(-1, 0)",,"(2, 3):onion","(3, 0):empty;(4, 1):empty",20.0,17.0,5,interact,3.0594,0.0,3.0,0.0594,20.0,20.0,False,"(3, 1)",,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
51,1,"(0, 1)","(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 2)",,"(1, 3)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
52,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 3)",,"(1, 3)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
53,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 3)",,"(1, 3)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
54,5,interact,"(3, 3)","(-1, 0)",,"(1, 3)","(1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 3)",onion,"(1, 3)",,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
55,0,"(0, -1)","(3, 3)","(-1, 0)",onion,"(1, 3)","(1, 0)",,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 2)",onion,"(1, 2)",,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
56,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 2)","(0, -1)",,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 1)",onion,"(1, 3)",,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
57,5,interact,"(3, 1)","(0, -1)",onion,"(1, 3)","(0, 1)",,"(2, 3):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,0,"(0, -1)",3.0588,0.0,3.0,0.0588,20.0,23.0,False,"(3, 1)",,"(1, 2)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
58,1,"(0, 1)","(3, 1)","(0, -1)",,"(1, 2)","(0, -1)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",20.0,23.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 2)",,"(1, 2)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
59,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 2)","(1, 0)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",20.0,23.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",,"(1, 2)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
60,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",20.0,23.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",,"(1, 2)",onion,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
61,5,interact,"(3, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",onion,"(2, 3):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",20.0,23.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",onion,"(1, 3)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
62,0,"(0, -1)","(3, 3)","(-1, 0)",onion,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",20.0,23.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 2)",onion,"(1, 3)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
63,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 3)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",20.0,23.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 1)",onion,"(1, 3)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
