step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
16,3,"(-1, 0)","(3, 1)","(0, -1)",,"(1, 1)","(1, 0)",onion,"(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 1):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 1)",,"(1, 1)",,"(2, 1):onion;(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty"
17,5,interact,"(3, 1)","(-1, 0)",,"(1, 1)","(1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty",0.0,9.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 1)",onion,"(1, 1)",,"(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty"
18,2,"(1, 0)","(3, 1)","(-1, 0)",onion,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty",0.0,9.0,5,interact,0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 1)",onion,"(1, 1)",onion,"(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty"
19,5,interact,"(3, 1)","(1, 0)",onion,"(1, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty",0.0,9.0,2,"(1, 0)",3.0,0.0,3.0,0.0,0.0,12.0,False,"(3, 1)",,"(1, 1)",onion,"(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)"
20,3,"(-1, 0)","(3, 1)","(1, 0)",,"(1, 1)","(1, 0)",onion,"(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(3, 1)",,"(1, 1)",,"(2, 1):onion;(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)"
21,5,interact,"(3, 1)","(-1, 0)",,"(1, 1)","(1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(3, 1)",onion,"(1, 1)",,"(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)"
22,2,"(1, 0)","(3, 1)","(-1, 0)",onion,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(3, 1)",onion,"(1, 1)",onion,"(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)"
23,5,interact,"(3, 1)","(1, 0)",onion,"(1, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)",0.0,12.0,2,"(1, 0)",3.0,0.0,3.0,0.0,0.0,15.0,False,"(3, 1)",,"(1, 1)",onion,"(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 2, 0)"
24,3,"(-1, 0)","(3, 1)","(1, 0)",,"(1, 1)","(1, 0)",onion,"(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 2, 0)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(3, 1)",,"(1, 1)",,"(2, 1):onion;(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 2, 0)"
25,5,interact,"(3, 1)","(-1, 0)",,"(1, 1)","(1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 2, 0)",0.0,15.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,15.0,False,"(3, 1)",onion,"(1, 1)",,"(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 2, 0)"
26,2,"(1, 0)","(3, 1)","(-1, 0)",onion,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 2, 0)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(3, 1)",onion,"(1, 1)",onion,"(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 2, 0)"
27,5,interact,"(3, 1)","(1, 0)",onion,"(1, 1)","(-1, 0)",onion,"(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 2, 0)",0.0,15.0,2,"(1, 0)",3.0,0.0,3.0,0.0,0.0,18.0,False,"(3, 1)",,"(1, 1)",onion,"(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 3, 1)"
28,5,interact,"(3, 1)","(1, 0)",,"(1, 1)","(1, 0)",onion,"(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 3, 1)",0.0,18.0,5,interact,0.0,0.0,0.0,0.0,0.0,18.0,False,"(3, 1)",,"(1, 1)",,"(2, 1):onion;(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 3, 2)"
29,5,interact,"(3, 1)","(1, 0)",,"(1, 1)","(1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 3, 2)",0.0,18.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,18.0,False,"(3, 1)",,"(1, 2)",,"(2, 1):onion;(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 3, 3)"
30,5,interact,"(3, 1)","(1, 0)",,"(1, 2)","(0, 1)",,"(2, 1):onion;(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 3, 3)",0.0,18.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,18.0,False,"(3, 1)",,"(1, 3)",,"(2, 1):onion;(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 3, 4)"
31,5,interact,"(3, 1)","(1, 0)",,"(1, 3)","(0, 1)",,"(2, 1):onion;(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 3, 4)",0.0,18.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,18.0,False,"(3, 1)",,"(1, 3)",,"(2, 1):onion;(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 3, 5)"
32,1,"(0, 1)","(3, 1)","(1, 0)",,"(1, 3)","(-1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 3, 5)",0.0,18.0,5,interact,3.0,0.0,3.0,0.0,0.0,21.0,False,"(3, 2)",,"(1, 3)",dish,"(2, 1):onion;(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 3, 6)"
33,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 3)","(-1, 0)",dish,"(2, 1):onion;(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 3, 6)",0.0,21.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,21.0,False,"(3, 3)",,"(1, 3)",dish,"(2, 1):onion;(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 3, 7)"
34,2,"(1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(1, 0)",dish,"(2, 1):onion;(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 3, 7)",0.0,21.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,21.0,False,"(3, 3)",,"(1, 3)",dish,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 8)"
35,3,"(-1, 0)","(3, 3)","(1, 0)",,"(1, 3)","(1, 0)",dish,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 8)",0.0,21.0,5,interact,0.0,0.0,0.0,0.0,0.0,21.0,False,"(3, 3)",,"(1, 3)",,"(2, 1):onion;(2, 3):dish;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 9)"
36,5,interact,"(3, 3)","(-1, 0)",,"(1, 3)","(1, 0)",,"(2, 1):onion;(2, 3):dish;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 9)",0.0,21.0,5,interact,0.0,0.0,0.0,0.0,0.0,21.0,False,"(3, 3)",dish,"(1, 3)",,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 10)"
37,0,"(0, -1)","(3, 3)","(-1, 0)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 10)",0.0,21.0,5,interact,0.0,0.0,0.0,0.0,0.0,21.0,False,"(3, 2)",dish,"(1, 3)",,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 11)"
38,0,"(0, -1)","(3, 2)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 11)",0.0,21.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,21.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 12)"
39,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(-1, 0)",,"(2, 1):onion;(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 3, 12)",0.0,21.0,3,"(-1, 0)",5.0,0.0,5.0,0.0,0.0,26.0,False,"(3, 1)","soup('onion', 3, 20)","(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
40,1,"(0, 1)","(3, 1)","(0, -1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",0.0,26.0,5,interact,3.0,0.0,3.0,0.0,0.0,29.0,False,"(3, 2)","soup('onion', 3, 20)","(1, 3)",dish,"(2, 1):onion;(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
41,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",dish,"(2, 1):onion;(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",0.0,29.0,5,interact,0.0,0.0,0.0,0.0,0.0,29.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",dish,"(2, 1):onion;(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
42,5,interact,"(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",dish,"(2, 1):onion;(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",0.0,29.0,2,"(1, 0)",20.0,20.0,0.0,0.0,20.0,29.0,True,"(3, 3)",,"(1, 3)",dish,"(2, 1):onion;(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
43,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(1, 0)",dish,"(2, 1):onion;(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",20.0,29.0,5,interact,0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 3)",,"(1, 3)",,"(2, 1):onion;(2, 3):dish;(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
44,5,interact,"(3, 3)","(-1, 0)",,"(1, 3)","(1, 0)",,"(2, 1):onion;(2, 3):dish;(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 3)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
45,0,"(0, -1)","(3, 3)","(-1, 0)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 2)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
46,0,"(0, -1)","(3, 2)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
47,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
48,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
49,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
50,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
51,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
52,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
53,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
54,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
55,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
56,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
57,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
58,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
59,5,interact,"(3, 1)","(0, -1)",dish,"(1, 3)","(1, 0)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",20.0,29.0,4,"(0, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",dish,"(1, 3)",,"(2, 1):onion;(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
