step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
12,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(2, 3)",,"(1, 2)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
13,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 2)","(0, -1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(2, 3)",,"(1, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
14,3,"(-1, 0)","(2, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(1, 3)",,"(2, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
15,5,interact,"(1, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(1, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
16,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,3.0582,0.0,3.0,0.05819999999999999,0.0,9.0,False,"(2, 3)",onion,"(3, 1)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
17,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",0.0,9.0,5,interact,-0.0018000000000000017,0.0,0.0,-0.0018000000000000017,0.0,9.0,False,"(3, 3)",onion,"(3, 1)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
18,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",0.0,9.0,3,"(-1, 0)",-0.0018000000000000017,0.0,0.0,-0.0018000000000000017,0.0,9.0,False,"(3, 2)",onion,"(2, 1)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
19,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",0.0,9.0,3,"(-1, 0)",-0.0018000000000000017,0.0,0.0,-0.0018000000000000017,0.0,9.0,False,"(3, 1)",onion,"(1, 1)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
20,5,interact,"(3, 1)","(0, -1)",onion,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",0.0,9.0,3,"(-1, 0)",3.0774,0.0,3.0,0.07740000000000001,0.0,12.0,False,"(3, 1)",,"(1, 1)",,"(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)"
21,3,"(-1, 0)","(3, 1)","(0, -1)",,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 1);(4, 1):soup('onion', 1, 0)",0.0,12.0,1,"(0, 1)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(2, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)"
22,3,"(-1, 0)","(2, 1)","(-1, 0)",,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 2);(4, 1):soup('onion', 1, 0)",0.0,12.0,1,"(0, 1)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 1)",,"(1, 3)",,"(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)"
23,1,"(0, 1)","(1, 1)","(-1, 0)",,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 3);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)"
24,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 4);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)"
25,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 5);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)"
26,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 6);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)"
27,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 7);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)"
28,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 8);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 1, 0)"
29,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 9);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 1, 0)"
30,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 10);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 1, 0)"
31,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 11);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 1, 0)"
32,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 12);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 1, 0)"
33,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 13);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 1, 0)"
34,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 14);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 1, 0)"
35,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 15);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)"
36,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)"
37,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)"
38,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",-0.0026000000000000246,0.0,0.0,-0.0026000000000000246,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)"
39,5,interact,"(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)",0.0,12.0,3,"(-1, 0)",0.03699999999999997,0.0,0.0,0.03699999999999997,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
40,3,"(-1, 0)","(1, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,12.0,0,"(0, -1)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,0.0,12.0,False,"(1, 2)",,"(1, 3)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
41,5,interact,"(1, 2)","(-1, 0)",,"(1, 3)","(0, -1)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,12.0,0,"(0, -1)",3.0564,0.0,3.0,0.056400000000000006,0.0,15.0,False,"(1, 2)",dish,"(1, 3)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
42,0,"(0, -1)","(1, 2)","(-1, 0)",dish,"(1, 3)","(0, -1)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,15.0,0,"(0, -1)",-0.0036000000000000034,0.0,0.0,-0.0036000000000000034,0.0,15.0,False,"(1, 1)",dish,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
43,2,"(1, 0)","(1, 1)","(0, -1)",dish,"(1, 2)","(0, -1)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,15.0,1,"(0, 1)",-0.0036000000000000034,0.0,0.0,-0.0036000000000000034,0.0,15.0,False,"(2, 1)",dish,"(1, 3)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
44,2,"(1, 0)","(2, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,15.0,5,interact,-0.0036000000000000034,0.0,0.0,-0.0036000000000000034,0.0,15.0,False,"(3, 1)",dish,"(1, 3)",onion,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
45,0,"(0, -1)","(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,15.0,0,"(0, -1)",-0.013500000000000024,0.0,0.0,-0.013500000000000024,0.0,15.0,False,"(3, 1)",dish,"(1, 2)",onion,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
46,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(0, -1)",onion,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,15.0,1,"(0, 1)",5.0658,0.0,5.0,0.06579999999999996,0.0,20.0,False,"(3, 1)","soup('onion', 3, 20)","(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
47,1,"(0, 1)","(3, 1)","(0, -1)","soup('onion', 3, 20)","(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,5,interact,0.005700000000000038,0.0,0.0,0.005700000000000038,0.0,20.0,False,"(3, 2)","soup('onion', 3, 20)","(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
48,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,5,interact,0.005600000000000005,0.0,0.0,0.005600000000000005,0.0,20.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
49,3,"(-1, 0)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,0,"(0, -1)",0.00550000000000006,0.0,0.0,0.00550000000000006,0.0,20.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
50,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,0,"(0, -1)",-0.004499999999999993,0.0,0.0,-0.004499999999999993,0.0,20.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
51,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,2,"(1, 0)",19.6094,20.0,0.0,-0.39060000000000006,20.0,20.0,True,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
52,3,"(-1, 0)","(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(1, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
53,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,5,interact,3.0588,0.0,3.0,0.0588,20.0,23.0,False,"(1, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
54,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(2, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
55,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
56,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(3, 1)","(0, -1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",20.0,23.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,20.0,23.0,False,"(3, 2)",onion,"(2, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
