step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
13,4,"(0, 0)","(2, 1)","(1, 0)",dish,"(2, 3)","(1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,6.0,2,"(1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(2, 1)",dish,"(3, 3)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
14,4,"(0, 0)","(2, 1)","(1, 0)",dish,"(3, 3)","(1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,6.0,0,"(0, -1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(2, 1)",dish,"(3, 2)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
15,3,"(-1, 0)","(2, 1)","(1, 0)",dish,"(3, 2)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,6.0,0,"(0, -1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(1, 1)",dish,"(3, 1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
16,3,"(-1, 0)","(1, 1)","(-1, 0)",dish,"(3, 1)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,6.0,5,interact,3.3528,0.0,3.0,0.35279999999999995,0.0,9.0,False,"(1, 1)",dish,"(3, 1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
17,5,interact,"(1, 1)","(-1, 0)",dish,"(3, 1)","(0, -1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(1, 1)",,"(3, 2)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
18,1,"(0, 1)","(1, 1)","(-1, 0)",,"(3, 2)","(0, 1)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(1, 2)",,"(3, 3)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
19,3,"(-1, 0)","(1, 2)","(0, 1)",,"(3, 3)","(0, 1)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(1, 2)",,"(2, 3)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
20,5,interact,"(1, 2)","(-1, 0)",,"(2, 3)","(-1, 0)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(1, 2)",dish,"(1, 3)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
21,0,"(0, -1)","(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(1, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
22,2,"(1, 0)","(1, 1)","(0, -1)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(2, 1)",dish,"(2, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
23,4,"(0, 0)","(2, 1)","(1, 0)",dish,"(2, 3)","(1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(2, 1)",dish,"(3, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
24,4,"(0, 0)","(2, 1)","(1, 0)",dish,"(3, 3)","(1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(2, 1)",dish,"(3, 2)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
25,3,"(-1, 0)","(2, 1)","(1, 0)",dish,"(3, 2)","(0, -1)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,9.0,False,"(1, 1)",dish,"(3, 1)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
26,3,"(-1, 0)","(1, 1)","(-1, 0)",dish,"(3, 1)","(0, -1)",onion,"(0, 1):dish;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,9.0,5,interact,3.468,0.0,3.0,0.46799999999999997,0.0,12.0,False,"(1, 1)",dish,"(3, 1)",,"(0, 1):dish;(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 1):empty"
27,2,"(1, 0)","(1, 1)","(-1, 0)",dish,"(3, 1)","(0, -1)",,"(0, 1):dish;(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 1):empty",0.0,12.0,1,"(0, 1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",dish,"(3, 2)",,"(0, 1):dish;(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty"
28,2,"(1, 0)","(2, 1)","(1, 0)",dish,"(3, 2)","(0, 1)",,"(0, 1):dish;(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty",0.0,12.0,1,"(0, 1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(3, 3)",,"(0, 1):dish;(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty"
29,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(3, 3)","(0, 1)",,"(0, 1):dish;(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty",0.0,12.0,3,"(-1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(2, 3)",,"(0, 1):dish;(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty"
30,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(2, 3)","(-1, 0)",,"(0, 1):dish;(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty",0.0,12.0,3,"(-1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",,"(0, 1):dish;(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 1):empty"
31,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",,"(0, 1):dish;(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 1):empty"
32,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 7);(4, 1):empty"
33,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 7);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 8);(4, 1):empty"
34,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 8);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 9);(4, 1):empty"
35,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 9);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 10);(4, 1):empty"
36,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 10);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 11);(4, 1):empty"
37,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 11);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 12);(4, 1):empty"
38,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 12);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 13)","(3, 0):soup('onion', 3, 13);(4, 1):empty"
39,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 13)","(3, 0):soup('onion', 3, 13);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 14)","(3, 0):soup('onion', 3, 14);(4, 1):empty"
40,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 14)","(3, 0):soup('onion', 3, 14);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 15)","(3, 0):soup('onion', 3, 15);(4, 1):empty"
41,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 15)","(3, 0):soup('onion', 3, 15);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 16)","(3, 0):soup('onion', 3, 16);(4, 1):empty"
42,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 16)","(3, 0):soup('onion', 3, 16);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 17)","(3, 0):soup('onion', 3, 17);(4, 1):empty"
43,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 17)","(3, 0):soup('onion', 3, 17);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 18)","(3, 0):soup('onion', 3, 18);(4, 1):empty"
44,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 18)","(3, 0):soup('onion', 3, 18);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 19)","(3, 0):soup('onion', 3, 19);(4, 1):empty"
45,4,"(0, 0)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 19)","(3, 0):soup('onion', 3, 19);(4, 1):empty",0.0,12.0,5,interact,0.5819999999999999,0.0,0.0,0.5819999999999999,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 20)","(3, 0):soup('onion', 3, 20);(4, 1):empty"
46,0,"(0, -1)","(3, 1)","(1, 0)",dish,"(1, 3)","(-1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 20)","(3, 0):soup('onion', 3, 20);(4, 1):empty",0.0,12.0,2,"(1, 0)",-0.018000000000000148,0.0,0.0,-0.018000000000000148,0.0,12.0,False,"(3, 1)",dish,"(2, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 20)","(3, 0):soup('onion', 3, 20);(4, 1):empty"
47,5,interact,"(3, 1)","(0, -1)",dish,"(2, 3)","(1, 0)",onion,"(0, 1):dish;(3, 0):soup('onion', 3, 20)","(3, 0):soup('onion', 3, 20);(4, 1):empty",0.0,12.0,2,"(1, 0)",5.3384,0.0,5.0,0.33840000000000003,0.0,17.0,False,"(3, 1)","soup('onion', 3, 20)","(3, 3)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty"
48,3,"(-1, 0)","(3, 1)","(0, -1)","soup('onion', 3, 20)","(3, 3)","(1, 0)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty",0.0,17.0,2,"(1, 0)",0.0378000000000001,0.0,0.0,0.0378000000000001,0.0,17.0,False,"(2, 1)","soup('onion', 3, 20)","(3, 3)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty"
49,1,"(0, 1)","(2, 1)","(-1, 0)","soup('onion', 3, 20)","(3, 3)","(1, 0)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty",0.0,17.0,0,"(0, -1)",-0.022199999999999952,0.0,0.0,-0.022199999999999952,0.0,17.0,False,"(2, 1)","soup('onion', 3, 20)","(3, 2)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty"
50,3,"(-1, 0)","(2, 1)","(0, 1)","soup('onion', 3, 20)","(3, 2)","(0, -1)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty",0.0,17.0,0,"(0, -1)",-0.08160000000000008,0.0,0.0,-0.08160000000000008,0.0,17.0,False,"(1, 1)","soup('onion', 3, 20)","(3, 1)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty"
51,1,"(0, 1)","(1, 1)","(-1, 0)","soup('onion', 3, 20)","(3, 1)","(0, -1)",onion,"(0, 1):dish","(3, 0):empty;(4, 1):empty",0.0,17.0,5,interact,3.3941999999999997,0.0,3.0,0.3941999999999997,0.0,20.0,False,"(1, 2)","soup('onion', 3, 20)","(3, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
52,1,"(0, 1)","(1, 2)","(0, 1)","soup('onion', 3, 20)","(3, 1)","(0, -1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,5,interact,0.033600000000000026,0.0,0.0,0.033600000000000026,0.0,20.0,False,"(1, 3)","soup('onion', 3, 20)","(3, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
53,2,"(1, 0)","(1, 3)","(0, 1)","soup('onion', 3, 20)","(3, 1)","(0, -1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,3,"(-1, 0)",-0.002639999999999709,0.0,0.0,-0.002639999999999709,0.0,20.0,False,"(2, 3)","soup('onion', 3, 20)","(2, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
54,1,"(0, 1)","(2, 3)","(1, 0)","soup('onion', 3, 20)","(2, 1)","(-1, 0)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,3,"(-1, 0)",-0.062280000000000335,0.0,0.0,-0.062280000000000335,0.0,20.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
55,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(1, 1)","(-1, 0)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,0,"(0, -1)",17.7284,20.0,0.0,-2.2716,20.0,20.0,True,"(2, 3)",,"(1, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
56,3,"(-1, 0)","(2, 3)","(0, 1)",,"(1, 1)","(0, -1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,0,"(0, -1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(1, 3)",,"(1, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
57,5,interact,"(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,1,"(0, 1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(1, 3)",onion,"(1, 2)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
58,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(1, 2)","(0, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,1,"(0, 1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(2, 3)",onion,"(1, 3)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
59,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(1, 3)","(0, 1)",,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,5,interact,-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(3, 3)",onion,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
60,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(1, 3)","(0, 1)",onion,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",20.0,20.0,5,interact,-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(3, 2)",onion,"(1, 3)",onion,"(0, 1):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
