step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
10,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 1)","(0, -1)",,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,1,"(0, 1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(3, 1)",onion,"(1, 2)",,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
11,5,interact,"(3, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,1,"(0, 1)",3.3528,0.0,3.0,0.35279999999999995,0.0,6.0,False,"(3, 1)",,"(1, 3)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
12,3,"(-1, 0)","(3, 1)","(0, -1)",,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(2, 1)",,"(1, 3)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
13,3,"(-1, 0)","(2, 1)","(-1, 0)",,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(1, 1)",,"(2, 3)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
14,1,"(0, 1)","(1, 1)","(-1, 0)",,"(2, 3)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,2,"(1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(1, 2)",,"(3, 3)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
15,3,"(-1, 0)","(1, 2)","(0, 1)",,"(3, 3)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(1, 2)",,"(3, 2)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
16,3,"(-1, 0)","(1, 2)","(-1, 0)",,"(3, 2)","(0, -1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(1, 2)",,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
17,5,interact,"(1, 2)","(-1, 0)",,"(3, 1)","(0, -1)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,6.468,0.0,6.0,0.46799999999999997,0.0,12.0,False,"(1, 2)",dish,"(3, 1)",,"(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 1):empty"
18,1,"(0, 1)","(1, 2)","(-1, 0)",dish,"(3, 1)","(0, -1)",,"(3, 0):soup('onion', 3, 1)","(3, 0):soup('onion', 3, 1);(4, 1):empty",0.0,12.0,2,"(1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 3)",dish,"(3, 1)",,"(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty"
19,2,"(1, 0)","(1, 3)","(0, 1)",dish,"(3, 1)","(1, 0)",,"(3, 0):soup('onion', 3, 2)","(3, 0):soup('onion', 3, 2);(4, 1):empty",0.0,12.0,3,"(-1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 3)",dish,"(2, 1)",,"(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty"
20,2,"(1, 0)","(2, 3)","(1, 0)",dish,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 3)","(3, 0):soup('onion', 3, 3);(4, 1):empty",0.0,12.0,3,"(-1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 3)",dish,"(1, 1)",,"(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty"
21,0,"(0, -1)","(3, 3)","(1, 0)",dish,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 4)","(3, 0):soup('onion', 3, 4);(4, 1):empty",0.0,12.0,3,"(-1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 2)",dish,"(1, 1)",,"(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 1):empty"
22,0,"(0, -1)","(3, 2)","(0, -1)",dish,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 5)","(3, 0):soup('onion', 3, 5);(4, 1):empty",0.0,12.0,1,"(0, 1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 2)",,"(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 1):empty"
23,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 3, 6)","(3, 0):soup('onion', 3, 6);(4, 1):empty",0.0,12.0,1,"(0, 1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",dish,"(1, 3)",,"(3, 0):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 7);(4, 1):empty"
24,3,"(-1, 0)","(3, 1)","(0, -1)",dish,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 3, 7)","(3, 0):soup('onion', 3, 7);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",dish,"(1, 3)",onion,"(3, 0):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 8);(4, 1):empty"
25,3,"(-1, 0)","(2, 1)","(-1, 0)",dish,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 3, 8)","(3, 0):soup('onion', 3, 8);(4, 1):empty",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 1)",dish,"(1, 3)",onion,"(3, 0):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 9);(4, 1):empty"
26,1,"(0, 1)","(1, 1)","(-1, 0)",dish,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 3, 9)","(3, 0):soup('onion', 3, 9);(4, 1):empty",0.0,12.0,2,"(1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 2)",dish,"(2, 3)",onion,"(3, 0):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 10);(4, 1):empty"
27,3,"(-1, 0)","(1, 2)","(0, 1)",dish,"(2, 3)","(1, 0)",onion,"(3, 0):soup('onion', 3, 10)","(3, 0):soup('onion', 3, 10);(4, 1):empty",0.0,12.0,2,"(1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 2)",dish,"(3, 3)",onion,"(3, 0):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 11);(4, 1):empty"
28,3,"(-1, 0)","(1, 2)","(-1, 0)",dish,"(3, 3)","(1, 0)",onion,"(3, 0):soup('onion', 3, 11)","(3, 0):soup('onion', 3, 11);(4, 1):empty",0.0,12.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 2)",dish,"(3, 2)",onion,"(3, 0):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 12);(4, 1):empty"
29,1,"(0, 1)","(1, 2)","(-1, 0)",dish,"(3, 2)","(0, -1)",onion,"(3, 0):soup('onion', 3, 12)","(3, 0):soup('onion', 3, 12);(4, 1):empty",0.0,12.0,2,"(1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 3)",dish,"(3, 2)",onion,"(3, 0):soup('onion', 3, 13)","(3, 0):soup('onion', 3, 13);(4, 1):empty"
30,3,"(-1, 0)","(1, 3)","(0, 1)",dish,"(3, 2)","(1, 0)",onion,"(3, 0):soup('onion', 3, 13)","(3, 0):soup('onion', 3, 13);(4, 1):empty",0.0,12.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 3)",dish,"(3, 1)",onion,"(3, 0):soup('onion', 3, 14)","(3, 0):soup('onion', 3, 14);(4, 1):empty"
31,5,interact,"(1, 3)","(-1, 0)",dish,"(3, 1)","(0, -1)",onion,"(3, 0):soup('onion', 3, 14)","(3, 0):soup('onion', 3, 14);(4, 1):empty",0.0,12.0,2,"(1, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(1, 3)",dish,"(3, 1)",onion,"(3, 0):soup('onion', 3, 15)","(3, 0):soup('onion', 3, 15);(4, 1):empty"
32,5,interact,"(1, 3)","(-1, 0)",dish,"(3, 1)","(1, 0)",onion,"(3, 0):soup('onion', 3, 15)","(3, 0):soup('onion', 3, 15);(4, 1):empty",0.0,12.0,5,interact,3.3444,0.0,3.0,0.3443999999999999,0.0,15.0,False,"(1, 3)",dish,"(3, 1)",,"(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)"
33,2,"(1, 0)","(1, 3)","(-1, 0)",dish,"(3, 1)","(1, 0)",,"(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 16);(4, 1):soup('onion', 1, 0)",0.0,15.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,0.0,15.0,False,"(2, 3)",dish,"(2, 1)",,"(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)"
34,2,"(1, 0)","(2, 3)","(1, 0)",dish,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 17);(4, 1):soup('onion', 1, 0)",0.0,15.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,0.0,15.0,False,"(3, 3)",dish,"(1, 1)",,"(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)"
35,0,"(0, -1)","(3, 3)","(1, 0)",dish,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 18);(4, 1):soup('onion', 1, 0)",0.0,15.0,3,"(-1, 0)",-0.015600000000000147,0.0,0.0,-0.015600000000000147,0.0,15.0,False,"(3, 2)",dish,"(1, 1)",,"(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)"
36,0,"(0, -1)","(3, 2)","(0, -1)",dish,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 19);(4, 1):soup('onion', 1, 0)",0.0,15.0,1,"(0, 1)",0.5783999999999999,0.0,0.0,0.5783999999999999,0.0,15.0,False,"(3, 1)",dish,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)"
37,5,interact,"(3, 1)","(0, -1)",dish,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 1, 0)",0.0,15.0,3,"(-1, 0)",5.3347999999999995,0.0,5.0,0.3347999999999996,0.0,20.0,False,"(3, 1)","soup('onion', 3, 20)","(1, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
38,3,"(-1, 0)","(3, 1)","(0, -1)","soup('onion', 3, 20)","(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,1,"(0, 1)",0.03420000000000023,0.0,0.0,0.03420000000000023,0.0,20.0,False,"(2, 1)","soup('onion', 3, 20)","(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
39,3,"(-1, 0)","(2, 1)","(-1, 0)","soup('onion', 3, 20)","(1, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,5,interact,-0.0852000000000002,0.0,0.0,-0.0852000000000002,0.0,20.0,False,"(1, 1)","soup('onion', 3, 20)","(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
40,3,"(-1, 0)","(1, 1)","(-1, 0)","soup('onion', 3, 20)","(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,2,"(1, 0)",-0.02519999999999989,0.0,0.0,-0.02519999999999989,0.0,20.0,False,"(1, 1)","soup('onion', 3, 20)","(2, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
41,1,"(0, 1)","(1, 1)","(-1, 0)","soup('onion', 3, 20)","(2, 3)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,2,"(1, 0)",0.03420000000000023,0.0,0.0,0.03420000000000023,0.0,20.0,False,"(1, 2)","soup('onion', 3, 20)","(3, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
42,1,"(0, 1)","(1, 2)","(0, 1)","soup('onion', 3, 20)","(3, 3)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,0,"(0, -1)",0.033600000000000026,0.0,0.0,0.033600000000000026,0.0,20.0,False,"(1, 3)","soup('onion', 3, 20)","(3, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
43,2,"(1, 0)","(1, 3)","(0, 1)","soup('onion', 3, 20)","(3, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,0,"(0, -1)",-0.002639999999999709,0.0,0.0,-0.002639999999999709,0.0,20.0,False,"(2, 3)","soup('onion', 3, 20)","(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
44,1,"(0, 1)","(2, 3)","(1, 0)","soup('onion', 3, 20)","(3, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,0,"(0, -1)",-0.062280000000000335,0.0,0.0,-0.062280000000000335,0.0,20.0,False,"(2, 3)","soup('onion', 3, 20)","(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
45,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(3, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,20.0,0,"(0, -1)",17.7284,20.0,0.0,-2.2716,20.0,20.0,True,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
46,3,"(-1, 0)","(2, 3)","(0, 1)",,"(3, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,5,interact,3.3528,0.0,3.0,0.35279999999999995,20.0,23.0,False,"(1, 3)",,"(3, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
47,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(0, -1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(1, 3)",onion,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
48,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(2, 3)",onion,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
49,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(3, 3)",onion,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
50,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(1, 1)","(0, -1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(3, 2)",onion,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
51,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,0,"(0, -1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(3, 1)",onion,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
52,5,interact,"(3, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,1,"(0, 1)",3.3491999999999997,0.0,3.0,0.3491999999999999,20.0,26.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
53,3,"(-1, 0)","(3, 1)","(0, -1)",,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",20.0,26.0,1,"(0, 1)",-0.01080000000000001,0.0,0.0,-0.01080000000000001,20.0,26.0,False,"(2, 1)",,"(1, 3)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
54,3,"(-1, 0)","(2, 1)","(-1, 0)",,"(1, 3)","(0, 1)",,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",20.0,26.0,5,interact,-0.01080000000000001,0.0,0.0,-0.01080000000000001,20.0,26.0,False,"(1, 1)",,"(1, 3)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
55,3,"(-1, 0)","(1, 1)","(-1, 0)",,"(1, 3)","(0, 1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",20.0,26.0,2,"(1, 0)",-0.01080000000000001,0.0,0.0,-0.01080000000000001,20.0,26.0,False,"(1, 1)",,"(2, 3)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
56,1,"(0, 1)","(1, 1)","(-1, 0)",,"(2, 3)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",20.0,26.0,2,"(1, 0)",-0.01080000000000001,0.0,0.0,-0.01080000000000001,20.0,26.0,False,"(1, 2)",,"(3, 3)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
57,3,"(-1, 0)","(1, 2)","(0, 1)",,"(3, 3)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",20.0,26.0,0,"(0, -1)",-0.01080000000000001,0.0,0.0,-0.01080000000000001,20.0,26.0,False,"(1, 2)",,"(3, 2)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
58,5,interact,"(1, 2)","(-1, 0)",,"(3, 2)","(0, -1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)",20.0,26.0,0,"(0, -1)",2.9892,0.0,3.0,-0.01080000000000001,20.0,29.0,False,"(1, 2)",dish,"(3, 1)",onion,"(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 2, 0);(4, 1):soup('onion', 1, 0)"
