step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
14,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,3.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,0.0,3.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
15,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,3.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,0.0,3.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
16,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",0.0,3.0,5,interact,3.0588,0.0,3.0,0.0588,0.0,6.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
17,4,"(0, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
18,2,"(1, 0)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",,"(1, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
19,5,interact,"(3, 3)","(1, 0)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
20,4,"(0, 0)","(3, 3)","(1, 0)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
21,5,interact,"(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
22,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
23,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
24,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
25,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,0.0,6.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
26,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,5,interact,3.078,0.0,3.0,0.07800000000000001,0.0,9.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
27,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",0.0,9.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
28,1,"(0, 1)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",0.0,9.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(2, 3)",,"(1, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
29,1,"(0, 1)","(2, 3)","(0, 1)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",0.0,9.0,1,"(0, 1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(2, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
30,2,"(1, 0)","(2, 3)","(0, 1)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",0.0,9.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,9.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
31,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",0.0,9.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
32,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
33,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
34,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
35,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
36,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
37,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
38,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
39,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
40,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
41,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
42,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
43,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
44,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",0.0,12.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
45,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",0.0,12.0,5,interact,0.09699999999999998,0.0,0.0,0.09699999999999998,0.0,12.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
46,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",0.0,12.0,0,"(0, -1)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,0.0,12.0,False,"(3, 3)",,"(1, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
47,5,interact,"(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",0.0,12.0,2,"(1, 0)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,0.0,12.0,False,"(3, 3)",,"(2, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
48,5,interact,"(3, 3)","(0, 1)",,"(2, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",0.0,12.0,2,"(1, 0)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,0.0,12.0,False,"(3, 3)",,"(3, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
49,4,"(0, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",0.0,12.0,5,interact,5.0564,0.0,5.0,0.056400000000000006,0.0,17.0,False,"(3, 3)",,"(3, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
50,3,"(-1, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",0.0,17.0,3,"(-1, 0)",0.006300000000000017,0.0,0.0,0.006300000000000017,0.0,17.0,False,"(2, 3)",,"(2, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
51,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",0.0,17.0,3,"(-1, 0)",-0.013600000000000013,0.0,0.0,-0.013600000000000013,0.0,17.0,False,"(2, 3)",,"(1, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
52,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",0.0,17.0,1,"(0, 1)",0.006300000000000017,0.0,0.0,0.006300000000000017,0.0,17.0,False,"(2, 3)",,"(1, 2)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
53,2,"(1, 0)","(2, 3)","(0, 1)",,"(1, 2)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",0.0,17.0,1,"(0, 1)",0.006199999999999983,0.0,0.0,0.006199999999999983,0.0,17.0,False,"(3, 3)",,"(1, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
54,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",0.0,17.0,2,"(1, 0)",0.006099999999999994,0.0,0.0,0.006099999999999994,0.0,17.0,False,"(3, 3)",,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
55,3,"(-1, 0)","(3, 3)","(0, 1)",,"(2, 3)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",0.0,17.0,1,"(0, 1)",-0.009840000000000028,0.0,0.0,-0.009840000000000028,0.0,17.0,False,"(3, 3)",,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
56,1,"(0, 1)","(3, 3)","(-1, 0)",,"(2, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",0.0,17.0,5,interact,19.616,20.0,0.0,-0.384,20.0,17.0,True,"(3, 3)",,"(2, 3)",,,"(3, 0):empty;(4, 1):empty"
57,2,"(1, 0)","(3, 3)","(0, 1)",,"(2, 3)","(0, 1)",,,"(3, 0):empty;(4, 1):empty",20.0,17.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",,"(1, 3)",,,"(3, 0):empty;(4, 1):empty"
58,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(-1, 0)",,,"(3, 0):empty;(4, 1):empty",20.0,17.0,5,interact,0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",,"(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
59,1,"(0, 1)","(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,17.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",,"(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
60,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",20.0,17.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",,"(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
61,5,interact,"(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",20.0,17.0,2,"(1, 0)",0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",,"(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
62,5,interact,"(3, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,17.0,2,"(1, 0)",0.0,0.0,0.0,0.0,20.0,17.0,False,"(3, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
63,5,interact,"(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",20.0,17.0,5,interact,3.0594,0.0,3.0,0.0594,20.0,20.0,False,"(3, 3)",,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
64,3,"(-1, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
65,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(2, 3)",,"(1, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
66,2,"(1, 0)","(2, 3)","(-1, 0)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
67,4,"(0, 0)","(3, 3)","(1, 0)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
68,5,interact,"(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",20.0,20.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,20.0,20.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
