step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
14,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
15,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(2, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
16,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(1, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
17,5,interact,"(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(1, 3)",onion,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
18,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(2, 3)",onion,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
19,2,"(1, 0)","(2, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",0.0,6.0,5,interact,3.0,0.0,3.0,0.0,0.0,9.0,False,"(3, 3)",onion,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
20,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",0.0,9.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 2)",onion,"(2, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
21,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",0.0,9.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,9.0,False,"(3, 1)",onion,"(1, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
22,5,interact,"(3, 1)","(0, -1)",onion,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",0.0,9.0,1,"(0, 1)",3.0,0.0,3.0,0.0,0.0,12.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 4)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 4)"
23,2,"(1, 0)","(3, 1)","(0, -1)",,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 4)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 4)",0.0,12.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,12.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)"
24,1,"(0, 1)","(3, 1)","(1, 0)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 5)",0.0,12.0,5,interact,3.0,0.0,3.0,0.0,0.0,15.0,False,"(3, 2)",,"(1, 2)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)"
25,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 6)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(3, 3)",,"(1, 2)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)"
26,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 7)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(2, 3)",,"(1, 2)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)"
27,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 8)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",,"(1, 2)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)"
28,5,interact,"(1, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 9)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(1, 2)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)"
29,5,interact,"(1, 3)","(-1, 0)",onion,"(1, 2)","(-1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 10)",0.0,15.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(1, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)"
30,5,interact,"(1, 3)","(-1, 0)",onion,"(1, 1)","(0, -1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 11)",0.0,15.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(2, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)"
31,5,interact,"(1, 3)","(-1, 0)",onion,"(2, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 12)",0.0,15.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)"
32,5,interact,"(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 13)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)"
33,5,interact,"(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 14)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)"
34,5,interact,"(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 15)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)"
35,5,interact,"(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 16)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)"
36,5,interact,"(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 17)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)"
37,5,interact,"(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 18)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)"
38,5,interact,"(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 19)",0.0,15.0,5,interact,0.0,0.0,0.0,0.0,0.0,15.0,False,"(1, 3)",onion,"(3, 1)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)"
39,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 20)",0.0,15.0,5,interact,5.0,0.0,5.0,0.0,0.0,20.0,False,"(1, 2)",onion,"(3, 1)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
40,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,20.0,False,"(1, 1)",onion,"(3, 2)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
41,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 2)","(0, 1)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,20.0,False,"(2, 1)",onion,"(3, 3)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
42,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,20.0,False,"(3, 1)",onion,"(2, 3)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
43,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,20.0,1,"(0, 1)",3.0,0.0,3.0,0.0,0.0,23.0,False,"(3, 1)",,"(2, 3)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
44,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",0.0,23.0,5,interact,20.0,20.0,0.0,0.0,20.0,23.0,True,"(3, 2)",,"(2, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
45,1,"(0, 1)","(3, 2)","(0, 1)",,"(2, 3)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(3, 3)",,"(1, 3)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
46,5,interact,"(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,5,interact,0.0,0.0,0.0,0.0,20.0,23.0,False,"(3, 3)",,"(1, 3)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
47,5,interact,"(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(3, 3)",,"(1, 2)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
48,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(2, 3)",,"(1, 2)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
49,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(1, 3)",,"(1, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
50,5,interact,"(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,2,"(1, 0)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(1, 3)",onion,"(2, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
51,2,"(1, 0)","(1, 3)","(-1, 0)",onion,"(2, 1)","(1, 0)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,2,"(1, 0)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(2, 3)",onion,"(3, 1)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)"
52,1,"(0, 1)","(2, 3)","(1, 0)",onion,"(3, 1)","(1, 0)",onion,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 1, 0)",20.0,23.0,5,interact,3.0,0.0,3.0,0.0,20.0,26.0,False,"(2, 3)",onion,"(3, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)"
53,2,"(1, 0)","(2, 3)","(0, 1)",onion,"(3, 1)","(1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)",20.0,26.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(3, 3)",onion,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)"
54,0,"(0, -1)","(3, 3)","(1, 0)",onion,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)",20.0,26.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(3, 2)",onion,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)"
55,0,"(0, -1)","(3, 2)","(0, -1)",onion,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)",20.0,26.0,1,"(0, 1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(3, 1)",onion,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)"
56,2,"(1, 0)","(3, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)",20.0,26.0,5,interact,0.0,0.0,0.0,0.0,20.0,26.0,False,"(3, 1)",onion,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)"
57,5,interact,"(3, 1)","(1, 0)",onion,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 2, 0)",20.0,26.0,5,interact,3.0,0.0,3.0,0.0,20.0,29.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 1)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 1)"
58,2,"(1, 0)","(3, 1)","(1, 0)",,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 1)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 1)",20.0,29.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,29.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 2)","(3, 0):soup('onion', 1, 0);(4, 1):soup('onion', 3, 2)"
