step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
10,0,"(0, -1)","(2, 1)","(-1, 0)",onion,"(3, 2)","(0, 1)",,"(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",0.0,3.0,3,"(-1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(2, 1)",onion,"(2, 2)",,"(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
11,5,interact,"(2, 1)","(0, -1)",onion,"(2, 2)","(-1, 0)",,"(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",0.0,3.0,3,"(-1, 0)",3.3528,0.0,3.0,0.35279999999999995,0.0,6.0,False,"(2, 1)",,"(1, 2)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
12,2,"(1, 0)","(2, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(3, 1)",,"(1, 2)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
13,5,interact,"(3, 1)","(1, 0)",,"(1, 2)","(-1, 0)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",0.0,6.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(3, 1)",onion,"(1, 2)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
14,3,"(-1, 0)","(3, 1)","(1, 0)",onion,"(1, 2)","(-1, 0)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",0.0,6.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(2, 1)",onion,"(1, 2)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
15,0,"(0, -1)","(2, 1)","(-1, 0)",onion,"(1, 2)","(-1, 0)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",0.0,6.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(2, 1)",onion,"(1, 2)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
16,5,interact,"(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",,"(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",0.0,6.0,4,"(0, 0)",3.468,0.0,3.0,0.46799999999999997,0.0,9.0,False,"(2, 1)",,"(1, 2)",,"(2, 0):soup('onion', 3, 1)","(2, 0):soup('onion', 3, 1)"
17,3,"(-1, 0)","(2, 1)","(0, -1)",,"(1, 2)","(0, 1)",,"(2, 0):soup('onion', 3, 1)","(2, 0):soup('onion', 3, 1)",0.0,9.0,5,interact,2.988,0.0,3.0,-0.01200000000000001,0.0,12.0,False,"(1, 1)",,"(1, 2)",dish,"(2, 0):soup('onion', 3, 2)","(2, 0):soup('onion', 3, 2)"
18,2,"(1, 0)","(1, 1)","(-1, 0)",,"(1, 2)","(0, 1)",dish,"(2, 0):soup('onion', 3, 2)","(2, 0):soup('onion', 3, 2)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",,"(1, 2)",dish,"(2, 0):soup('onion', 3, 3)","(2, 0):soup('onion', 3, 3)"
19,2,"(1, 0)","(2, 1)","(1, 0)",,"(1, 2)","(0, 1)",dish,"(2, 0):soup('onion', 3, 3)","(2, 0):soup('onion', 3, 3)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",,"(1, 2)",dish,"(2, 0):soup('onion', 3, 4)","(2, 0):soup('onion', 3, 4)"
20,5,interact,"(3, 1)","(1, 0)",,"(1, 2)","(0, 1)",dish,"(2, 0):soup('onion', 3, 4)","(2, 0):soup('onion', 3, 4)",0.0,12.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(3, 1)",onion,"(1, 1)",dish,"(2, 0):soup('onion', 3, 5)","(2, 0):soup('onion', 3, 5)"
21,3,"(-1, 0)","(3, 1)","(1, 0)",onion,"(1, 1)","(0, -1)",dish,"(2, 0):soup('onion', 3, 5)","(2, 0):soup('onion', 3, 5)",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 6)","(2, 0):soup('onion', 3, 6)"
22,0,"(0, -1)","(2, 1)","(-1, 0)",onion,"(1, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 6)","(2, 0):soup('onion', 3, 6)",0.0,12.0,1,"(0, 1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",,"(1, 0):dish;(2, 0):soup('onion', 3, 7)","(2, 0):soup('onion', 3, 7)"
23,4,"(0, 0)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 7)","(2, 0):soup('onion', 3, 7)",0.0,12.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 8)","(2, 0):soup('onion', 3, 8)"
24,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 8)","(2, 0):soup('onion', 3, 8)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 9)","(2, 0):soup('onion', 3, 9)"
25,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 9)","(2, 0):soup('onion', 3, 9)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 10)","(2, 0):soup('onion', 3, 10)"
26,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 10)","(2, 0):soup('onion', 3, 10)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 11)","(2, 0):soup('onion', 3, 11)"
27,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 11)","(2, 0):soup('onion', 3, 11)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 12)","(2, 0):soup('onion', 3, 12)"
28,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 12)","(2, 0):soup('onion', 3, 12)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 13)","(2, 0):soup('onion', 3, 13)"
29,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 13)","(2, 0):soup('onion', 3, 13)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 14)","(2, 0):soup('onion', 3, 14)"
30,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 14)","(2, 0):soup('onion', 3, 14)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 15)","(2, 0):soup('onion', 3, 15)"
31,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 15)","(2, 0):soup('onion', 3, 15)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 16)","(2, 0):soup('onion', 3, 16)"
32,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 16)","(2, 0):soup('onion', 3, 16)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 17)","(2, 0):soup('onion', 3, 17)"
33,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 17)","(2, 0):soup('onion', 3, 17)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 18)","(2, 0):soup('onion', 3, 18)"
34,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 18)","(2, 0):soup('onion', 3, 18)",0.0,12.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 19)","(2, 0):soup('onion', 3, 19)"
35,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 19)","(2, 0):soup('onion', 3, 19)",0.0,12.0,4,"(0, 0)",0.5819999999999999,0.0,0.0,0.5819999999999999,0.0,12.0,False,"(2, 1)",onion,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)"
36,2,"(1, 0)","(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)",0.0,12.0,2,"(1, 0)",-0.018000000000000148,0.0,0.0,-0.018000000000000148,0.0,12.0,False,"(3, 1)",onion,"(2, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)"
37,2,"(1, 0)","(3, 1)","(1, 0)",onion,"(2, 2)","(1, 0)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)",0.0,12.0,0,"(0, -1)",-0.018000000000000148,0.0,0.0,-0.018000000000000148,0.0,12.0,False,"(3, 1)",onion,"(2, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)"
38,5,interact,"(3, 1)","(1, 0)",onion,"(2, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)",0.0,12.0,5,interact,5.3978,0.0,5.0,0.39780000000000015,0.0,17.0,False,"(3, 1)",onion,"(2, 1)","soup('onion', 3, 20)","(1, 0):dish","(2, 0):empty"
39,1,"(0, 1)","(3, 1)","(1, 0)",onion,"(2, 1)","(0, -1)","soup('onion', 3, 20)","(1, 0):dish","(2, 0):empty",0.0,17.0,2,"(1, 0)",0.0371999999999999,0.0,0.0,0.0371999999999999,0.0,17.0,False,"(3, 2)",onion,"(3, 1)","soup('onion', 3, 20)","(1, 0):dish","(2, 0):empty"
40,3,"(-1, 0)","(3, 2)","(0, 1)",onion,"(3, 1)","(1, 0)","soup('onion', 3, 20)","(1, 0):dish","(2, 0):empty",0.0,17.0,1,"(0, 1)",0.036599999999999966,0.0,0.0,0.036599999999999966,0.0,17.0,False,"(2, 2)",onion,"(3, 2)","soup('onion', 3, 20)","(1, 0):dish","(2, 0):empty"
41,0,"(0, -1)","(2, 2)","(-1, 0)",onion,"(3, 2)","(0, 1)","soup('onion', 3, 20)","(1, 0):dish","(2, 0):empty",0.0,17.0,5,interact,17.66,20.0,0.0,-2.34,20.0,17.0,True,"(2, 1)",onion,"(3, 2)",,"(1, 0):dish","(2, 0):empty"
42,5,interact,"(2, 1)","(0, -1)",onion,"(3, 2)","(0, 1)",,"(1, 0):dish","(2, 0):empty",20.0,17.0,1,"(0, 1)",3.3564,0.0,3.0,0.3564,20.0,20.0,False,"(2, 1)",,"(3, 2)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
43,2,"(1, 0)","(2, 1)","(0, -1)",,"(3, 2)","(0, 1)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,1,"(0, 1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(3, 1)",,"(3, 2)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
44,5,interact,"(3, 1)","(1, 0)",,"(3, 2)","(0, 1)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,1,"(0, 1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(3, 1)",onion,"(3, 2)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
45,3,"(-1, 0)","(3, 1)","(1, 0)",onion,"(3, 2)","(0, 1)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,1,"(0, 1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(2, 1)",onion,"(3, 2)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
46,0,"(0, -1)","(2, 1)","(-1, 0)",onion,"(3, 2)","(0, 1)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,3,"(-1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,20.0,20.0,False,"(2, 1)",onion,"(2, 2)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
47,5,interact,"(2, 1)","(0, -1)",onion,"(2, 2)","(-1, 0)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,3,"(-1, 0)",3.3528,0.0,3.0,0.35279999999999995,20.0,23.0,False,"(2, 1)",,"(1, 2)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
48,2,"(1, 0)","(2, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(3, 1)",,"(1, 2)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
49,5,interact,"(3, 1)","(1, 0)",,"(1, 2)","(-1, 0)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(3, 1)",onion,"(1, 2)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
50,3,"(-1, 0)","(3, 1)","(1, 0)",onion,"(1, 2)","(-1, 0)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(2, 1)",onion,"(1, 2)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
51,0,"(0, -1)","(2, 1)","(-1, 0)",onion,"(1, 2)","(-1, 0)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,1,"(0, 1)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,20.0,23.0,False,"(2, 1)",onion,"(1, 2)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
52,5,interact,"(2, 1)","(0, -1)",onion,"(1, 2)","(0, 1)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,4,"(0, 0)",3.468,0.0,3.0,0.46799999999999997,20.0,26.0,False,"(2, 1)",,"(1, 2)",,"(1, 0):dish;(2, 0):soup('onion', 3, 1)","(2, 0):soup('onion', 3, 1)"
53,3,"(-1, 0)","(2, 1)","(0, -1)",,"(1, 2)","(0, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 1)","(2, 0):soup('onion', 3, 1)",20.0,26.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(1, 1)",,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 2)","(2, 0):soup('onion', 3, 2)"
54,2,"(1, 0)","(1, 1)","(-1, 0)",,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 2)","(2, 0):soup('onion', 3, 2)",20.0,26.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 3)","(2, 0):soup('onion', 3, 3)"
55,2,"(1, 0)","(2, 1)","(1, 0)",,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 3)","(2, 0):soup('onion', 3, 3)",20.0,26.0,4,"(0, 0)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(3, 1)",,"(1, 2)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 4)","(2, 0):soup('onion', 3, 4)"
56,5,interact,"(3, 1)","(1, 0)",,"(1, 2)","(0, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 4)","(2, 0):soup('onion', 3, 4)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(3, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 5)","(2, 0):soup('onion', 3, 5)"
57,3,"(-1, 0)","(3, 1)","(1, 0)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 5)","(2, 0):soup('onion', 3, 5)",20.0,26.0,5,interact,-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 6)","(2, 0):soup('onion', 3, 6)"
58,0,"(0, -1)","(2, 1)","(-1, 0)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 6)","(2, 0):soup('onion', 3, 6)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 7)","(2, 0):soup('onion', 3, 7)"
59,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 7)","(2, 0):soup('onion', 3, 7)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 8)","(2, 0):soup('onion', 3, 8)"
60,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 8)","(2, 0):soup('onion', 3, 8)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 9)","(2, 0):soup('onion', 3, 9)"
61,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 9)","(2, 0):soup('onion', 3, 9)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 10)","(2, 0):soup('onion', 3, 10)"
62,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 10)","(2, 0):soup('onion', 3, 10)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 11)","(2, 0):soup('onion', 3, 11)"
63,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 11)","(2, 0):soup('onion', 3, 11)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 12)","(2, 0):soup('onion', 3, 12)"
64,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 12)","(2, 0):soup('onion', 3, 12)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 13)","(2, 0):soup('onion', 3, 13)"
65,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 13)","(2, 0):soup('onion', 3, 13)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 14)","(2, 0):soup('onion', 3, 14)"
66,0,"(0, -1)","(2, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 14)","(2, 0):soup('onion', 3, 14)",20.0,26.0,0,"(0, -1)",-0.01200000000000001,0.0,0.0,-0.01200000000000001,20.0,26.0,False,"(2, 1)",onion,"(1, 1)",dish,"(1, 0):dish;(2, 0):soup('onion', 3, 15)","(2, 0):soup('onion', 3, 15)"
