step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
40,3,"(-1, 0)","(3, 2)","(0, 1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,2,"(1, 0)",0.0,0.0,0.0,0.0,20.0,20.0,False,"(2, 2)",,"(3, 1)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
41,1,"(0, 1)","(2, 2)","(-1, 0)",,"(3, 1)","(1, 0)",,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,5,interact,0.0,0.0,0.0,0.0,20.0,20.0,False,"(2, 2)",,"(3, 1)",onion,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
42,5,interact,"(2, 2)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,20.0,False,"(2, 2)",,"(2, 1)",onion,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
43,0,"(0, -1)","(2, 2)","(0, 1)",,"(2, 1)","(-1, 0)",onion,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,20.0,False,"(2, 2)",,"(2, 1)",onion,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)"
44,0,"(0, -1)","(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",onion,"(1, 0):dish;(2, 0):soup('onion', 1, 0)","(2, 0):soup('onion', 1, 0)",20.0,20.0,5,interact,3.0,0.0,3.0,0.0,20.0,23.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
45,0,"(0, -1)","(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,2,"(1, 0)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(2, 1)",,"(3, 1)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
46,1,"(0, 1)","(2, 1)","(0, -1)",,"(3, 1)","(1, 0)",,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,5,interact,0.0,0.0,0.0,0.0,20.0,23.0,False,"(2, 2)",,"(3, 1)",onion,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
47,5,interact,"(2, 2)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(2, 2)",,"(2, 1)",onion,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
48,0,"(0, -1)","(2, 2)","(0, 1)",,"(2, 1)","(-1, 0)",onion,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,23.0,False,"(2, 2)",,"(2, 1)",onion,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)"
49,0,"(0, -1)","(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",onion,"(1, 0):dish;(2, 0):soup('onion', 2, 0)","(2, 0):soup('onion', 2, 0)",20.0,23.0,5,interact,3.0,0.0,3.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 1)","(2, 0):soup('onion', 3, 1)"
50,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 1)","(2, 0):soup('onion', 3, 1)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 2)","(2, 0):soup('onion', 3, 2)"
51,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 2)","(2, 0):soup('onion', 3, 2)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 3)","(2, 0):soup('onion', 3, 3)"
52,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 3)","(2, 0):soup('onion', 3, 3)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 4)","(2, 0):soup('onion', 3, 4)"
53,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 4)","(2, 0):soup('onion', 3, 4)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 5)","(2, 0):soup('onion', 3, 5)"
54,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 5)","(2, 0):soup('onion', 3, 5)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 6)","(2, 0):soup('onion', 3, 6)"
55,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 6)","(2, 0):soup('onion', 3, 6)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 7)","(2, 0):soup('onion', 3, 7)"
56,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 7)","(2, 0):soup('onion', 3, 7)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 8)","(2, 0):soup('onion', 3, 8)"
57,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 8)","(2, 0):soup('onion', 3, 8)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 9)","(2, 0):soup('onion', 3, 9)"
58,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 9)","(2, 0):soup('onion', 3, 9)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 10)","(2, 0):soup('onion', 3, 10)"
59,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 10)","(2, 0):soup('onion', 3, 10)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 11)","(2, 0):soup('onion', 3, 11)"
60,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 11)","(2, 0):soup('onion', 3, 11)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 12)","(2, 0):soup('onion', 3, 12)"
61,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 12)","(2, 0):soup('onion', 3, 12)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 13)","(2, 0):soup('onion', 3, 13)"
62,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 13)","(2, 0):soup('onion', 3, 13)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 14)","(2, 0):soup('onion', 3, 14)"
63,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 14)","(2, 0):soup('onion', 3, 14)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 15)","(2, 0):soup('onion', 3, 15)"
64,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 15)","(2, 0):soup('onion', 3, 15)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 16)","(2, 0):soup('onion', 3, 16)"
65,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 16)","(2, 0):soup('onion', 3, 16)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 17)","(2, 0):soup('onion', 3, 17)"
66,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 17)","(2, 0):soup('onion', 3, 17)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 18)","(2, 0):soup('onion', 3, 18)"
67,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 18)","(2, 0):soup('onion', 3, 18)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 19)","(2, 0):soup('onion', 3, 19)"
68,5,interact,"(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 19)","(2, 0):soup('onion', 3, 19)",20.0,26.0,0,"(0, -1)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 2)",,"(2, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)"
69,0,"(0, -1)","(2, 2)","(0, -1)",,"(2, 1)","(0, -1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)",20.0,26.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,26.0,False,"(2, 1)",,"(1, 1)",,"(1, 0):dish;(2, 0):soup('onion', 3, 20)","(2, 0):soup('onion', 3, 20)"
